area_fips,own_code,naics_code,agglvl_code,year,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,annual_avg_wkly_wage,avg_annual_pay
US000,5,313240,18,2018,162,5899,257687810,840,43687
US000,5,313240,18,2019,158,5508,243490033,850,44209
US000,5,313240,18,2020,150,4965,225006356,872,45323
US000,5,313240,18,2021,146,5001,236786368,911,47349
US000,5,313240,18,2022,147,5024,249932864,957,49753
US000,5,313240,18,2023,143,4530,232294933,986,51277
US000,5,313240,18,2024,138,4269,225628167,1016,52853
US000,5,313240,18,2025,134,4068,226849230,1073,55770
US000,5,3133,16,2016,1278,31007,1494167743,927,48189
US000,5,3133,16,2017,1231,30671,1509477318,946,49216
US000,5,3133,16,2018,1211,30044,1514994287,970,50427
US000,5,3133,16,2019,1212,29493,1513346308,987,51313
US000,5,3133,16,2020,1212,25891,1388182107,1031,53616
US000,5,3133,16,2021,1243,25767,1459176835,1089,56630
US000,5,3133,16,2022,1282,25723,1536093891,1148,59717
US000,5,3133,16,2023,1297,24486,1516612930,1191,61938
US000,5,3133,16,2024,1257,22162,1415159508,1228,63854
US000,5,3133,16,2025,1227,20628,1399571656,1305,67849
US000,5,31331,17,2016,1082,23739,1059441388,858,44630
US000,5,31331,17,2017,1040,23253,1058653383,876,45527
US000,5,31331,17,2018,1017,22229,1020656895,883,45916
US000,5,31331,17,2019,1016,21602,1015175754,904,46995
US000,5,31331,17,2020,1017,18878,930064266,947,49267
US000,5,31331,17,2021,1049,18996,995332784,1008,52397
US000,5,31331,17,2022,1072,18853,1045557125,1066,55458
US000,5,31331,17,2023,1088,17794,1010536655,1092,56790
US000,5,31331,17,2024,1056,16109,944709258,1128,58645
US000,5,31331,17,2025,1022,14960,924307041,1188,61785
US000,5,313310,18,2016,1082,23739,1059441388,858,44630
US000,5,313310,18,2017,1040,23253,1058653383,876,45527
US000,5,313310,18,2018,1017,22229,1020656895,883,45916
US000,5,313310,18,2019,1016,21602,1015175754,904,46995
US000,5,313310,18,2020,1017,18878,930064266,947,49267
US000,5,313310,18,2021,1049,18996,995332784,1008,52397
US000,5,313310,18,2022,1072,18853,1045557125,1066,55458
US000,5,313310,18,2023,1088,17794,1010536655,1092,56790
US000,5,313310,18,2024,1056,16109,944709258,1128,58645
US000,5,313310,18,2025,1022,14960,924307041,1188,61785
US000,5,31332,17,2016,196,7268,434726355,1150,59813
US000,5,31332,17,2017,191,7418,450823935,1169,60778
US000,5,31332,17,2018,194,7815,494337392,1216,63255
US000,5,31332,17,2019,197,7891,498170554,1214,63133
US000,5,31332,17,2020,195,7013,458117841,1256,65324
US000,5,31332,17,2021,194,6771,463844051,1317,68510
US000,5,31332,17,2022,210,6870,490536766,1373,71407
US000,5,31332,17,2023,210,6692,506076275,1454,75628
US000,5,31332,17,2024,202,6054,470450250,1495,77715
US000,5,31332,17,2025,205,5668,475264615,1613,83855
US000,5,313320,18,2016,196,7268,434726355,1150,59813
US000,5,313320,18,2017,191,7418,450823935,1169,60778
US000,5,313320,18,2018,194,7815,494337392,1216,63255
US000,5,313320,18,2019,197,7891,498170554,1214,63133
US000,5,313320,18,2020,195,7013,458117841,1256,65324
US000,5,313320,18,2021,194,6771,463844051,1317,68510
US000,5,313320,18,2022,210,6870,490536766,1373,71407
US000,5,313320,18,2023,210,6692,506076275,1454,75628
US000,5,313320,18,2024,202,6054,470450250,1495,77715
US000,5,313320,18,2025,205,5668,475264615,1613,83855
US000,5,314,15,2016,6668,115752,4619670893,768,39910
US000,5,314,15,2017,6569,115313,4746099424,792,41158
US000,5,314,15,2018,6547,115763,4807842202,799,41532
US000,5,314,15,2019,6456,112453,4830452201,826,42955
US000,5,314,15,2020,6392,100592,4576220271,875,45493
US000,5,314,15,2021,6352,103538,4927682979,915,47593
US000,5,314,15,2022,6423,104747,5222311559,959,49856
US000,5,314,15,2023,6384,100173,5188641515,996,51797
US000,5,314,15,2024,6268,96972,5274253754,1046,54390
US000,5,314,15,2025,6156,92815,5305008530,1099,57157
US000,5,3141,16,2016,1869,52176,2178390019,803,41751
US000,5,3141,16,2017,1812,51823,2226296792,826,42960
US000,5,3141,16,2018,1798,51573,2226056474,830,43163
US000,5,3141,16,2019,1742,49487,2234501430,868,45153
US000,5,3141,16,2020,1694,43209,2070451418,921,47917
US000,5,3141,16,2021,1652,44087,2189670236,955,49668
US000,5,3141,16,2022,1640,44026,2263884102,989,51421
US000,5,3141,16,2023,1591,40975,2207242023,1036,53868
US000,5,3141,16,2024,1528,39281,2238735675,1096,56993
US000,5,3141,16,2025,1485,36979,2225829881,1158,60191
US000,5,31411,17,2016,377,31571,1425324540,868,45147
US000,5,31411,17,2017,386,31520,1462029834,892,46385
US000,5,31411,17,2018,400,31433,1467094408,898,46674
US000,5,31411,17,2019,404,30594,1501036161,944,49063
US000,5,31411,17,2020,398,27129,1399039575,992,51569
US000,5,31411,17,2021,409,27680,1473720908,1024,53241
US000,5,31411,17,2022,438,28166,1547175226,1056,54931
US000,5,31411,17,2023,435,27058,1543326672,1097,57037
US000,5,31411,17,2024,428,25935,1575636394,1168,60753
US000,5,31411,17,2025,442,24880,1598291753,1235,64239
US000,5,314110,18,2016,377,31571,1425324540,868,45147
US000,5,314110,18,2017,386,31520,1462029834,892,46385
US000,5,314110,18,2018,400,31433,1467094408,898,46674
US000,5,314110,18,2019,404,30594,1501036161,944,49063
US000,5,314110,18,2020,398,27129,1399039575,992,51569
US000,5,314110,18,2021,409,27680,1473720908,1024,53241
US000,5,314110,18,2022,438,28166,1547175226,1056,54931
US000,5,314110,18,2023,435,27058,1543326672,1097,57037
US000,5,314110,18,2024,428,25935,1575636394,1168,60753
US000,5,314110,18,2025,442,24880,1598291753,1235,64239
US000,5,31412,17,2016,1493,20605,753065479,703,36547
US000,5,31412,17,2017,1426,20303,764266958,724,37643
US000,5,31412,17,2018,1397,20140,758962066,725,37684
US000,5,31412,17,2019,1338,18893,733465269,747,38821
US000,5,31412,17,2020,1296,16080,671411843,803,41755
US000,5,31412,17,2021,1243,16406,715949328,839,43638
US000,5,31412,17,2022,1202,15861,716708876,869,45188
US000,5,31412,17,2023,1156,13917,663915351,917,47706
US000,5,31412,17,2024,1100,13346,663099281,955,49685
US000,5,31412,17,2025,1044,12099,627538128,997,51867
US000,5,314120,18,2016,1493,20605,753065479,703,36547
US000,5,314120,18,2017,1426,20303,764266958,724,37643
US000,5,314120,18,2018,1397,20140,758962066,725,37684
US000,5,314120,18,2019,1338,18893,733465269,747,38821
US000,5,314120,18,2020,1296,16080,671411843,803,41755
US000,5,314120,18,2021,1243,16406,715949328,839,43638
US000,5,314120,18,2022,1202,15861,716708876,869,45188
US000,5,314120,18,2023,1156,13917,663915351,917,47706
US000,5,314120,18,2024,1100,13346,663099281,955,49685
US000,5,314120,18,2025,1044,12099,627538128,997,51867
US000,5,3149,16,2016,4799,63576,2441280874,738,38400
US000,5,3149,16,2017,4757,63490,2519802632,763,39688
US000,5,3149,16,2018,4750,64190,2581785728,773,40221
US000,5,3149,16,2019,4715,62966,2595950771,793,41228
US000,5,3149,16,2020,4698,57383,2505768853,840,43668
US000,5,3149,16,2021,4701,59451,2738012743,886,46055
US000,5,3149,16,2022,4783,60721,2958427457,937,48722
US000,5,3149,16,2023,4793,59198,2981399492,969,50364
US000,5,3149,16,2024,4740,57690,3035518079,1012,52617
US000,5,3149,16,2025,4671,55836,3079178649,1061,55147
US000,5,31491,17,2016,1778,24675,986041969,768,39961
US000,5,31491,17,2017,1756,24663,1008250724,786,40881
US000,5,31491,17,2018,1745,25249,1058756725,806,41932
US000,5,31491,17,2019,1721,25197,1087072887,830,43143
US000,5,31491,17,2020,1700,23936,1087266449,874,45424
US000,5,31491,17,2021,1687,25128,1216060054,931,48394
US000,5,31491,17,2022,1691,25102,1256627516,963,50061
US000,5,31491,17,2023,1675,23938,1247924328,1003,52131
US000,5,31491,17,2024,1626,23062,1257197580,1048,54513
US000,5,31491,17,2025,1568,21999,1253009422,1095,56956
US000,5,314910,18,2016,1778,24675,986041969,768,39961
US000,5,314910,18,2017,1756,24663,1008250724,786,40881
US000,5,314910,18,2018,1745,25249,1058756725,806,41932
US000,5,314910,18,2019,1721,25197,1087072887,830,43143
US000,5,314910,18,2020,1700,23936,1087266449,874,45424
US000,5,314910,18,2021,1687,25128,1216060054,931,48394
US000,5,314910,18,2022,1691,25102,1256627516,963,50061
US000,5,314910,18,2023,1675,23938,1247924328,1003,52131
US000,5,314910,18,2024,1626,23062,1257197580,1048,54513
US000,5,314910,18,2025,1568,21999,1253009422,1095,56956
US000,5,31499,17,2016,3021,38901,1455238905,719,37409
US000,5,31499,17,2017,3001,38827,1511551908,749,38930
US000,5,31499,17,2018,3005,38941,1523029003,752,39111
US000,5,31499,17,2019,2994,37769,1508877884,768,39950
US000,5,31499,17,2020,2998,33447,1418502404,816,42411
US000,5,31499,17,2021,3013,34323,1521952689,853,44342
US000,5,31499,17,2022,3092,35619,1701799941,919,47778
US000,5,31499,17,2023,3119,35259,1733475164,945,49163
US000,5,31499,17,2024,3114,34628,1778320499,988,51355
US000,5,31499,17,2025,3103,33836,1826169227,1038,53971
US000,5,314994,18,2016,173,6328,300135122,912,47432
US000,5,314994,18,2017,178,6479,317174748,941,48952
US000,5,314994,18,2018,174,6125,307392206,965,50186
US000,5,314994,18,2019,172,5824,292455998,966,50214
US000,5,314994,18,2020,178,5437,282640588,1000,51985
US000,5,314994,18,2021,166,5401,292160176,1040,54096
US000,5,314994,18,2022,165,5549,320303095,1110,57726
US000,5,314994,18,2023,158,5220,313148531,1154,59988
US000,5,314994,18,2024,161,5064,319286186,1213,63051
US000,5,314994,18,2025,161,5076,329779324,1249,64974
US000,5,314999,18,2016,2848,32573,1155103783,682,35462
US000,5,314999,18,2017,2823,32348,1194377160,710,36923
US000,5,314999,18,2018,2831,32816,1215636797,712,37044
US000,5,314999,18,2019,2822,31945,1216421886,732,38079
US000,5,314999,18,2020,2820,28010,1135861816,780,40552
US000,5,314999,18,2021,2848,28922,1229792513,818,42521
US000,5,314999,18,2022,2928,30070,1381496846,884,45942
US000,5,314999,18,2023,2961,30039,1420326633,909,47282
US000,5,314999,18,2024,2953,29564,1459034313,949,49351
US000,5,314999,18,2025,2942,28761,1496389903,1001,52029
US000,5,315,15,2016,6787,128823,5127185774,765,39800
US000,5,315,15,2017,6685,119947,4996587076,801,41656
US000,5,315,15,2018,6789,113049,4857519778,826,42968
US000,5,315,15,2019,6653,108416,4818771966,855,44447
US000,5,315,15,2020,6418,88544,4147637164,901,46843
US000,5,315,15,2021,6398,90019,4474017443,956,49701
US000,5,315,15,2022,6568,92556,4948838894,1028,53469
US000,5,315,15,2023,6546,88313,4921363542,1072,55726
US000,5,315,15,2024,6340,82256,4766643925,1114,57949
US000,5,315,15,2025,6301,78850,4705472487,1148,59676
US000,5,3151,16,2016,290,12159,390593570,618,32123
US000,5,3151,16,2017,285,11284,377268855,643,33434
US000,5,3151,16,2018,274,10556,368648390,672,34923
US000,5,3151,16,2019,266,9764,349946595,689,35841
US000,5,3151,16,2020,253,7967,293889402,709,36888
US000,5,3151,16,2021,239,7696,307129431,767,39910
US000,5,3151,16,2022,252,7630,328525239,828,43056
US000,5,3151,16,2023,267,6951,312267203,864,44924
US000,5,3151,16,2024,264,5996,281429137,903,46933
US000,5,3151,16,2025,250,5830,332626383,1097,57053
US000,5,31511,17,2016,149,8094,238037555,566,29409
US000,5,31511,17,2017,146,7544,235685457,601,31243
US000,5,31511,17,2018,141,7155,236386593,635,33037
US000,5,31511,17,2019,134,6740,229561284,655,34062
US000,5,31511,17,2020,125,5492,188209343,659,34269
US000,5,31511,17,2021,117,5151,194261488,725,37713
US000,5,315110,18,2016,149,8094,238037555,566,29409
US000,5,315110,18,2017,146,7544,235685457,601,31243
US000,5,315110,18,2018,141,7155,236386593,635,33037
US000,5,315110,18,2019,134,6740,229561284,655,34062
US000,5,315110,18,2020,125,5492,188209343,659,34269
US000,5,315110,18,2021,117,5151,194261488,725,37713
US000,5,31512,17,2022,252,7630,328525239,828,43056
US000,5,31512,17,2023,267,6951,312267203,864,44924
US000,5,31512,17,2024,264,5996,281429137,903,46933
US000,5,31512,17,2025,250,5830,332626383,1097,57053
US000,5,315120,18,2022,252,7630,328525239,828,43056
US000,5,315120,18,2023,267,6951,312267203,864,44924
US000,5,315120,18,2024,264,5996,281429137,903,46933
US000,5,315120,18,2025,250,5830,332626383,1097,57053
US000,5,31519,17,2016,142,4065,152556015,722,37527
US000,5,31519,17,2017,139,3740,141583398,728,37852
US000,5,31519,17,2018,133,3401,132261797,748,38892
US000,5,31519,17,2019,132,3024,120385311,766,39807
US000,5,31519,17,2020,129,2475,105680059,821,42699
US000,5,31519,17,2021,122,2545,112867943,853,44356
US000,5,315190,18,2016,142,4065,152556015,722,37527
US000,5,315190,18,2017,139,3740,141583398,728,37852
US000,5,315190,18,2018,133,3401,132261797,748,38892
US000,5,315190,18,2019,132,3024,120385311,766,39807
US000,5,315190,18,2020,129,2475,105680059,821,42699
US000,5,315190,18,2021,122,2545,112867943,853,44356
US000,5,3152,16,2016,5762,104352,4251149444,783,40739
US000,5,3152,16,2017,5652,96361,4116677476,822,42721
US000,5,3152,16,2018,5701,90699,4014571396,851,44263
US000,5,3152,16,2019,5522,86309,3968557910,884,45981
US000,5,3152,16,2020,5253,70063,3405014047,935,48599
US000,5,3152,16,2021,5147,70898,3643331210,988,51389
US000,5,3152,16,2022,5113,72064,3964081291,1058,55008
US000,5,3152,16,2023,4919,68381,3931961836,1106,57501
US000,5,3152,16,2024,4674,63919,3836927692,1154,60028
US000,5,3152,16,2025,4562,60742,3697156716,1171,60867
US000,5,31521,17,2016,3089,38219,1242800186,625,32518
US000,5,31521,17,2017,3039,35926,1189298228,637,33104
US000,5,31521,17,2018,3067,32487,1132980438,671,34875
US000,5,31521,17,2019,2997,31113,1154050360,713,37093
US000,5,31521,17,2020,2814,24327,990642165,783,40722
US000,5,31521,17,2021,2687,25214,1036026506,790,41090
US000,5,31521,17,2022,2553,24907,1053347554,813,42292
US000,5,31521,17,2023,2357,22686,1032640766,875,45519
US000,5,31521,17,2024,2153,20387,953832017,900,46787
US000,5,31521,17,2025,2056,18497,877335135,912,47430
US000,5,315210,18,2016,3089,38219,1242800186,625,32518
US000,5,315210,18,2017,3039,35926,1189298228,637,33104
US000,5,315210,18,2018,3067,32487,1132980438,671,34875
US000,5,315210,18,2019,2997,31113,1154050360,713,37093
US000,5,315210,18,2020,2814,24327,990642165,783,40722
US000,5,315210,18,2021,2687,25214,1036026506,790,41090
US000,5,315210,18,2022,2553,24907,1053347554,813,42292
US000,5,315210,18,2023,2357,22686,1032640766,875,45519
US000,5,315210,18,2024,2153,20387,953832017,900,46787
US000,5,315210,18,2025,2056,18497,877335135,912,47430
US000,5,31522,17,2016,783,26281,1092048871,799,41554
US000,5,31522,17,2017,759,25085,1104583815,847,44034
US000,5,31522,17,2018,748,24013,1094532786,877,45580
US000,5,31522,17,2019,735,23324,1087987889,897,46646
US000,5,31522,17,2020,709,19691,996850064,974,50625
US000,5,31522,17,2021,717,18845,1068760733,1091,56714
US000,5,315220,18,2016,783,26281,1092048871,799,41554
US000,5,315220,18,2017,759,25085,1104583815,847,44034
US000,5,315220,18,2018,748,24013,1094532786,877,45580
US000,5,315220,18,2019,735,23324,1087987889,897,46646
US000,5,315220,18,2020,709,19691,996850064,974,50625
US000,5,315220,18,2021,717,18845,1068760733,1091,56714
US000,5,31524,17,2016,1260,26534,1360327915,986,51268
US000,5,31524,17,2017,1230,22248,1294939563,1119,58204
US000,5,31524,17,2018,1241,21329,1254546782,1131,58819
US000,5,31524,17,2019,1145,19462,1180429048,1166,60653
US000,5,31524,17,2020,1083,15434,924029710,1151,59870
US000,5,31524,17,2021,1073,16283,1048416124,1238,64388
US000,5,315240,18,2016,1260,26534,1360327915,986,51268
US000,5,315240,18,2017,1230,22248,1294939563,1119,58204
US000,5,315240,18,2018,1241,21329,1254546782,1131,58819
US000,5,315240,18,2019,1145,19462,1180429048,1166,60653
US000,5,315240,18,2020,1083,15434,924029710,1151,59870
US000,5,315240,18,2021,1073,16283,1048416124,1238,64388
US000,5,31525,17,2022,2560,47157,2910733737,1187,61724
US000,5,31525,17,2023,2562,45695,2899321070,1220,63450
US000,5,31525,17,2024,2521,43532,2883095675,1274,66229
US000,5,31525,17,2025,2506,42244,2819821581,1284,66751
US000,5,315250,18,2022,2560,47157,2910733737,1187,61724
US000,5,315250,18,2023,2562,45695,2899321070,1220,63450
US000,5,315250,18,2024,2521,43532,2883095675,1274,66229
US000,5,315250,18,2025,2506,42244,2819821581,1284,66751
US000,5,31528,17,2016,631,13319,555972472,803,41744
US000,5,31528,17,2017,624,13102,527855870,775,40288
US000,5,31528,17,2018,644,12869,532511390,796,41379
US000,5,31528,17,2019,645,12410,546090613,846,44003
US000,5,31528,17,2020,647,10611,493492108,894,46510
US000,5,31528,17,2021,671,10556,490127847,893,46429
US000,5,315280,18,2016,631,13319,555972472,803,41744
US000,5,315280,18,2017,624,13102,527855870,775,40288
US000,5,315280,18,2018,644,12869,532511390,796,41379
US000,5,315280,18,2019,645,12410,546090613,846,44003
US000,5,315280,18,2020,647,10611,493492108,894,46510
US000,5,315280,18,2021,671,10556,490127847,893,46429
US000,5,3159,16,2016,735,12311,485442760,758,39430
US000,5,3159,16,2017,749,12302,502640745,786,40858
US000,5,3159,16,2018,815,11794,474299992,773,40214
US000,5,3159,16,2019,866,12343,500267461,779,40532
US000,5,3159,16,2020,912,10514,448733715,821,42679
US000,5,3159,16,2021,1012,11426,523556802,881,45821
US000,5,3159,16,2022,1203,12862,656232364,981,51021
US000,5,3159,16,2023,1360,12981,677134503,1003,52162
US000,5,3159,16,2024,1401,12341,648287096,1010,52531
US000,5,3159,16,2025,1489,12278,675689388,1058,55031
US000,5,31599,17,2016,735,12311,485442760,758,39430
US000,5,31599,17,2017,749,12302,502640745,786,40858
US000,5,31599,17,2018,815,11794,474299992,773,40214
US000,5,31599,17,2019,866,12343,500267461,779,40532
US000,5,31599,17,2020,912,10514,448733715,821,42679
US000,5,31599,17,2021,1012,11426,523556802,881,45821
US000,5,31599,17,2022,1203,12862,656232364,981,51021
US000,5,31599,17,2023,1360,12981,677134503,1003,52162
US000,5,31599,17,2024,1401,12341,648287096,1010,52531
US000,5,31599,17,2025,1489,12278,675689388,1058,55031
US000,5,315990,18,2016,735,12311,485442760,758,39430
US000,5,315990,18,2017,749,12302,502640745,786,40858
US000,5,315990,18,2018,815,11794,474299992,773,40214
US000,5,315990,18,2019,866,12343,500267461,779,40532
US000,5,315990,18,2020,912,10514,448733715,821,42679
US000,5,315990,18,2021,1012,11426,523556802,881,45821
US000,5,315990,18,2022,1203,12862,656232364,981,51021
US000,5,315990,18,2023,1360,12981,677134503,1003,52162
US000,5,315990,18,2024,1401,12341,648287096,1010,52531
US000,5,315990,18,2025,1489,12278,675689388,1058,55031
US000,5,316,15,2016,1352,29235,1258276443,828,43040
US000,5,316,15,2017,1350,28168,1240018725,847,44022
US000,5,316,15,2018,1372,27883,1217165663,839,43653
US000,5,316,15,2019,1381,27474,1227426184,859,44676
US000,5,316,15,2020,1370,24161,1187125524,945,49133
US000,5,316,15,2021,1386,25595,1303392620,979,50923
US000,5,316,15,2022,1463,26590,1467158978,1061,55177
US000,5,316,15,2023,1524,26275,1506611829,1103,57339
US000,5,316,15,2024,1553,25292,1496141660,1138,59154
US000,5,316,15,2025,1544,23694,1425853901,1157,60178
US000,5,3161,16,2016,245,4390,213131420,934,48549
US000,5,3161,16,2017,237,4323,211158529,939,48843
US000,5,3161,16,2018,227,4022,186093333,890,46268
US000,5,3161,16,2019,223,3829,187144897,940,48879
US000,5,3161,16,2020,210,3365,178042328,1018,52913
US000,5,3161,16,2021,207,3269,182721096,1075,55904
US000,5,3161,16,2022,198,3239,194371561,1154,60008
US000,5,3161,16,2023,204,3231,194225176,1156,60118
US000,5,3161,16,2024,198,3090,187576691,1168,60713
US000,5,3161,16,2025,194,3076,192624211,1204,62630
US000,5,31611,17,2016,245,4390,213131420,934,48549
US000,5,31611,17,2017,237,4323,211158529,939,48843
US000,5,31611,17,2018,227,4022,186093333,890,46268
US000,5,31611,17,2019,223,3829,187144897,940,48879
US000,5,31611,17,2020,210,3365,178042328,1018,52913
US000,5,31611,17,2021,207,3269,182721096,1075,55904
US000,5,31611,17,2022,198,3239,194371561,1154,60008
US000,5,31611,17,2023,204,3231,194225176,1156,60118
US000,5,31611,17,2024,198,3090,187576691,1168,60713
US000,5,31611,17,2025,194,3076,192624211,1204,62630
US000,5,316110,18,2016,245,4390,213131420,934,48549
US000,5,316110,18,2017,237,4323,211158529,939,48843
US000,5,316110,18,2018,227,4022,186093333,890,46268
US000,5,316110,18,2019,223,3829,187144897,940,48879
US000,5,316110,18,2020,210,3365,178042328,1018,52913
US000,5,316110,18,2021,207,3269,182721096,1075,55904
US000,5,316110,18,2022,198,3239,194371561,1154,60008
US000,5,316110,18,2023,204,3231,194225176,1156,60118
US000,5,316110,18,2024,198,3090,187576691,1168,60713
US000,5,316110,18,2025,194,3076,192624211,1204,62630
US000,5,3162,16,2016,279,13261,532306719,772,40142
US000,5,3162,16,2017,278,12766,531249854,800,41614
US000,5,3162,16,2018,294,12707,549964387,832,43280
US000,5,3162,16,2019,295,12582,564743702,863,44884
US000,5,3162,16,2020,304,10356,530487658,985,51224
US000,5,3162,16,2021,310,10979,586796012,1028,53447
US000,5,3162,16,2022,358,11453,646947236,1086,56489
US000,5,3162,16,2023,379,11758,691098960,1130,58779
US000,5,3162,16,2024,400,11620,730657961,1209,62882
US000,5,3162,16,2025,388,10453,653447268,1202,62513
US000,5,31621,17,2016,279,13261,532306719,772,40142
US000,5,31621,17,2017,278,12766,531249854,800,41614
US000,5,31621,17,2018,294,12707,549964387,832,43280
US000,5,31621,17,2019,295,12582,564743702,863,44884
US000,5,31621,17,2020,304,10356,530487658,985,51224
US000,5,31621,17,2021,310,10979,586796012,1028,53447
US000,5,31621,17,2022,358,11453,646947236,1086,56489
US000,5,31621,17,2023,379,11758,691098960,1130,58779
US000,5,31621,17,2024,400,11620,730657961,1209,62882
US000,5,31621,17,2025,388,10453,653447268,1202,62513
US000,5,316210,18,2016,279,13261,532306719,772,40142
US000,5,316210,18,2017,278,12766,531249854,800,41614
US000,5,316210,18,2018,294,12707,549964387,832,43280
US000,5,316210,18,2019,295,12582,564743702,863,44884
US000,5,316210,18,2020,304,10356,530487658,985,51224
US000,5,316210,18,2021,310,10979,586796012,1028,53447
US000,5,316210,18,2022,358,11453,646947236,1086,56489
US000,5,316210,18,2023,379,11758,691098960,1130,58779
US000,5,316210,18,2024,400,11620,730657961,1209,62882
US000,5,316210,18,2025,388,10453,653447268,1202,62513
US000,5,3169,16,2016,828,11585,512838304,851,44269
US000,5,3169,16,2017,835,11079,497610342,864,44916
US000,5,3169,16,2018,851,11154,481107943,830,43135
US000,5,3169,16,2019,864,11063,475537585,827,42985
US000,5,3169,16,2020,856,10440,478595538,882,45841
US000,5,3169,16,2021,869,11348,533875512,905,47046
US000,5,3169,16,2022,907,11899,625840181,1011,52598
US000,5,3169,16,2023,941,11287,621287693,1059,55044
US000,5,3169,16,2024,956,10583,577907008,1050,54605
US000,5,3169,16,2025,962,10165,579782422,1097,57036
US000,5,31699,17,2016,828,11585,512838304,851,44269
US000,5,31699,17,2017,835,11079,497610342,864,44916
US000,5,31699,17,2018,851,11154,481107943,830,43135
US000,5,31699,17,2019,864,11063,475537585,827,42985
US000,5,31699,17,2020,856,10440,478595538,882,45841
US000,5,31699,17,2021,869,11348,533875512,905,47046
US000,5,31699,17,2022,907,11899,625840181,1011,52598
US000,5,31699,17,2023,941,11287,621287693,1059,55044
US000,5,31699,17,2024,956,10583,577907008,1050,54605
US000,5,31699,17,2025,962,10165,579782422,1097,57036
US000,5,316990,18,2022,907,11899,625840181,1011,52598
US000,5,316990,18,2023,941,11287,621287693,1059,55044
US000,5,316990,18,2024,956,10583,577907008,1050,54605
US000,5,316990,18,2025,962,10165,579782422,1097,57036
US000,5,316992,18,2016,116,1300,117365855,1737,90299
US000,5,316992,18,2017,116,1216,112308845,1776,92353
US000,5,316992,18,2018,122,1253,73320600,1125,58497
US000,5,316992,18,2019,121,1189,72343066,1171,60869
US000,5,316992,18,2020,117,914,63417289,1335,69410
US000,5,316992,18,2021,115,1010,61801830,1177,61185
US000,5,316998,18,2016,712,10285,395472449,739,38452
US000,5,316998,18,2017,719,9863,385301497,751,39067
US000,5,316998,18,2018,730,9900,407787343,792,41190
US000,5,316998,18,2019,743,9875,403194519,785,40832
US000,5,316998,18,2020,739,9527,415178249,838,43581
US000,5,316998,18,2021,754,10338,472073682,878,45665
US000,5,321,15,2016,14674,390213,16532630698,815,42368
US000,5,321,15,2017,14659,396468,17552743597,851,44273
US000,5,321,15,2018,14780,405517,18598924536,882,45865
US000,5,321,15,2019,14874,405851,19270659993,913,47482
US000,5,321,15,2020,14922,394632,19832744187,966,50256
US000,5,321,15,2021,15170,409181,22467810493,1056,54909
US000,5,321,15,2022,15680,426974,25286550269,1139,59223
US000,5,321,15,2023,16075,418830,25347280135,1164,60519
US000,5,321,15,2024,16100,412134,25722340796,1200,62413
US000,5,321,15,2025,16104,401651,25816270383,1236,64275
US000,5,3211,16,2016,3615,91159,4047778345,854,44404
US000,5,3211,16,2017,3623,91982,4273357953,893,46459
US000,5,3211,16,2018,3580,92306,4455954096,928,48274
US000,5,3211,16,2019,3526,91240,4501060439,949,49332
US000,5,3211,16,2020,3504,88256,4605756294,1004,52186
US000,5,3211,16,2021,3505,89415,5113684292,1100,57190
US000,5,3211,16,2022,3514,92161,5628592175,1174,61073
US000,5,3211,16,2023,3499,92476,5729053659,1191,61952
US000,5,3211,16,2024,3407,88691,5626971416,1220,63445
US000,5,3211,16,2025,3328,84150,5569652464,1273,66188
US000,5,32111,17,2016,3615,91159,4047778345,854,44404
US000,5,32111,17,2017,3623,91982,4273357953,893,46459
US000,5,32111,17,2018,3580,92306,4455954096,928,48274
US000,5,32111,17,2019,3526,91240,4501060439,949,49332
US000,5,32111,17,2020,3504,88256,4605756294,1004,52186
US000,5,32111,17,2021,3505,89415,5113684292,1100,57190
US000,5,32111,17,2022,3514,92161,5628592175,1174,61073
US000,5,32111,17,2023,3499,92476,5729053659,1191,61952
US000,5,32111,17,2024,3407,88691,5626971416,1220,63445
US000,5,32111,17,2025,3328,84150,5569652464,1273,66188
US000,5,321113,18,2016,3174,81758,3606513239,848,44112
US000,5,321113,18,2017,3168,82257,3796964246,888,46160
US000,5,321113,18,2018,3128,82457,3957331015,923,47993
US000,5,321113,18,2019,3084,81166,3958084887,938,48765
US000,5,321113,18,2020,3060,77537,3994888815,991,51523
US000,5,321113,18,2021,3080,79098,4524298120,1100,57199
US000,5,321113,18,2022,3085,81678,4973220128,1171,60888
US000,5,321113,18,2023,3057,81510,5004752489,1181,61401
US000,5,321113,18,2024,2956,77698,4883678264,1209,62854
US000,5,321113,18,2025,2860,73642,4830015267,1261,65588
US000,5,321114,18,2016,440,9401,441265106,903,46938
US000,5,321114,18,2017,456,9726,476393707,942,48984
US000,5,321114,18,2018,452,9849,498623081,974,50625
US000,5,321114,18,2019,442,10074,542975552,1037,53898
US000,5,321114,18,2020,444,10719,610867479,1096,56987
US000,5,321114,18,2021,425,10317,589386172,1099,57128
US000,5,321114,18,2022,429,10483,655372047,1202,62518
US000,5,321114,18,2023,441,10966,724301170,1270,66048
US000,5,321114,18,2024,452,10993,743293152,1300,67617
US000,5,321114,18,2025,468,10508,739637197,1354,70389
US000,5,3212,16,2016,1613,76568,3541457965,889,46253
US000,5,3212,16,2017,1618,78193,3796736382,934,48556
