naics,naics_str,naics_desc,R0_2017,S0_2017,E0_2017,T0_2017,R0_2018,S0_2018,E0_2018,T0_2018,R0,S0,E0,T0
3365.0,3365,Railroad Rolling Stock Manufacturing,0.0,0.004838007530105597,0.00428639870311102,0.0,0.001381575568793795,0.06087165883256351,0.060135897992022624,0.05643224521890793,0.0013815756,0.056033652,0.0558495,0.056432243
3366.0,3366,Ship and Boat Building,0.0,0.000419491338022404,0.000342481863051511,0.0,0.052395250030983116,0.0033848564555288433,0.0016697749101751984,0.0035765472669080137,0.05239525,0.002965365,0.001327293,0.0035765474
3369.0,3369,Other Transportation Equipment Manufacturing,0.0,0.015928971474528104,0.014815543133068126,0.0,0.02766832364561537,0.048780671761903344,0.03985982197197296,0.03688555423816469,0.027668323,0.0328517,0.02504428,0.036885556
3371.0,3371,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,0.0,9.23557607239568e-07,8.614007893906516e-07,0.0,0.017335533814001446,0.042166506083720676,0.03305377001485245,0.05270251011062669,0.017335534,0.04216558,0.03305291,0.05270251
3372.0,3372,Office Furniture (including Fixtures) Manufacturing,0.0,0.0,0.0,0.0,0.002429372007022514,0.031988753629457654,0.02698234706843036,0.039986608856630954,0.002429372,0.031988755,0.026982347,0.03998661
3379.0,3379,Other Furniture Related Product Manufacturing,0.0,0.01474182511907914,0.013740396118105111,0.0,0.04848692977885025,0.04778735637154195,0.041589749823528824,0.041378924431106974,0.04848693,0.03304553,0.027849354,0.041378923
3391.0,3391,Medical Equipment and Supplies Manufacturing,0.0,8.535560862371734e-05,0.00010118558515856498,0.0,0.006293642960446261,0.0012296905536974166,0.001146015696592264,0.0011982299760883877,0.006293643,0.0011443349,0.0010448301,0.00119823
3399.0,3399,Other Miscellaneous Manufacturing,0.0,0.00018724356686435737,0.00037324943595731385,0.0,0.012255992522784137,0.001360734468159926,0.0013785307685849956,0.001406718932278919,0.012255993,0.0011734909,0.0010052813,0.001406719
9100.0,,,0.0,0.0,0.0,0.0,0.08051136731630332,0.00118817720892988,0.0008195204390221975,0.0014052932300336431,0.08051137,0.0011881773,0.00081952044,0.0014052932
9300.0,,,0.0,6.653148348469305e-06,6.005910434153921e-06,0.0,0.010433071606769106,8.32808201382762e-05,7.410712832111185e-05,7.909183300218637e-05,0.010433071,7.662767e-05,6.810122e-05,7.9091835e-05
9800.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9900.0,,,0.0,0.0,0.0,0.0,2.165700932621506e-05,0.0002379087622368375,0.00020876247701365663,0.0002965573047452998,2.165701e-05,0.00023790877,0.00020876247,0.0002965573
11321.0,11321,Forest Nurseries and Gathering of Forest Products,0.0,1.9907802563799684e-06,1.8437265962065616e-06,0.0,0.0029876972633839046,0.0004509342542096267,0.0003201735835729312,0.0005656816389175607,0.0029876973,0.00044894347,0.00031832987,0.00056568166
11331.0,11331,Logging,0.0,0.0,0.0,0.0,0.012345417351817415,0.0081723714951577,0.007148196884403419,0.008790286484516123,0.012345417,0.008172371,0.007148197,0.008790286
11411.0,11411,Fishing,0.0,0.00039863551011887834,0.00045609078789152294,0.0,0.054738033703577424,0.009081192196630571,0.008227443154601735,0.010854542483068781,0.054738034,0.008682556,0.0077713523,0.010854542
21111.0,,,0.0,0.0,0.0,0.0,0.008291973996406745,4.3427119589012345e-07,3.0896577817912087e-07,4.6501204875512217e-07,0.008291974,4.342712e-07,3.0896578e-07,4.6501205e-07
21211.0,21211,Coal Mining,0.0,0.0,0.0,0.0,0.005887250974751131,0.00017310428558670867,6.431488848901045e-06,0.00023158384564487088,0.005887251,0.00017310429,6.431489e-06,0.00023158385
21221.0,21221,Iron Ore Mining,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21222.0,21222,Gold Ore and Silver Ore Mining,0.0,0.0,0.0,0.0,0.012644252594341808,0.0,0.0,0.0,0.012644253,0.0,0.0,0.0
21223.0,21223,"Copper, Nickel, Lead, and Zinc Mining",0.0,0.0,0.0,0.0,0.005037455568621424,5.061581933031206e-06,0.0,8.435970017812545e-06,0.0050374554,5.0615818e-06,0.0,8.43597e-06
21229.0,21229,Other Metal Ore Mining,0.0,0.0,0.0,0.0,0.0037470565847565994,8.520620543096e-05,7.094633653436134e-05,0.00010442007387581587,0.0037470565,8.520621e-05,7.0946335e-05,0.000104420076
21231.0,21231,Stone Mining and Quarrying,0.0,0.0006760810738897335,0.0005533263796662921,0.0,0.007760255291140295,0.008955209638245483,0.006728762528704416,0.010539719059410119,0.007760255,0.008279129,0.006175436,0.010539719
21232.0,21232,"Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying",0.0,0.0,0.0,0.0,0.008966703369166329,0.0022600359106043437,0.001729767490648067,0.002884315181951067,0.008966703,0.0022600358,0.0017297675,0.002884315
21239.0,21239,Other Nonmetallic Mineral Mining and Quarrying,0.0,1.0338237994925703e-07,8.74567886917231e-08,0.0,0.008887038249821929,0.0006458435994310616,0.00040391019046083195,0.0008105868318376527,0.008887039,0.0006457402,0.00040382272,0.00081058685
31111.0,31111,Animal Food Manufacturing,0.0,0.00026340242396947133,0.00024301580639008303,0.0,0.0033865347903628707,0.014024069259853025,0.011880039417236152,0.017281122007124713,0.0033865348,0.013760667,0.011637024,0.017281123
31121.0,31121,Flour Milling and Malt Manufacturing,0.0,0.00026985895109573243,0.00028004865872347336,0.0,0.004150492748770222,0.0031245745284084396,0.0023852178860034835,0.0035251571982178923,0.0041504926,0.0028547156,0.0021051692,0.0035251572
31122.0,31122,Starch and Vegetable Fats and Oils Manufacturing,0.0,0.0002004517148306033,0.00021774752658871977,0.0,0.000748506569264909,0.0009725715645071745,0.0008569478671315497,0.000942639159196638,0.0007485066,0.00077211985,0.0006392003,0.00094263913
31123.0,31123,Breakfast Cereal Manufacturing,0.0,0.0,0.0,0.0,0.006581241563290881,0.0,0.0,0.0,0.0065812417,0.0,0.0,0.0
31131.0,31131,Sugar Manufacturing,0.0,0.00016600233382086402,0.0002082717588583895,0.0,0.0012523800771066503,0.0004536251698709715,0.00043421715980652,0.00035923159761344067,0.0012523801,0.00028762282,0.0002259454,0.0003592316
31134.0,31134,Nonchocolate Confectionery Manufacturing,0.0,0.004086296687170691,0.0037826618960938216,0.0,0.049845976202696596,0.010045268580460025,0.00912712521009489,0.00744192034577325,0.049845975,0.005958972,0.0053444635,0.00744192
31135.0,31135,Chocolate and Confectionery Manufacturing,0.0,0.0,0.0,0.0,0.00793519548874468,0.0,0.0,0.0,0.007935195,0.0,0.0,0.0
31141.0,31141,Frozen Food Manufacturing,0.0,0.0019674038712712357,0.0018140224598630272,0.0,0.028281387644677875,0.004193672193507494,0.003864429944927329,0.0026707116790898994,0.028281387,0.0022262684,0.0020504075,0.0026707116
31142.0,31142,"Fruit and Vegetable Canning, Pickling, and Drying",0.0,0.007529776984287255,0.007081039998314313,0.0,0.036374046205354296,0.020999352312017994,0.018586444551165107,0.016534570458972532,0.036374047,0.013469575,0.0115054045,0.01653457
31151.0,31151,Dairy Product (except Frozen) Manufacturing,0.0,0.0023723631907100755,0.0021782349867175634,0.0,0.010569481594695077,0.005411408636699439,0.004836368308465808,0.0037647061514005605,0.010569481,0.0030390455,0.0026581334,0.0037647062
31152.0,31152,Ice Cream and Frozen Dessert Manufacturing,0.0,0.0,0.0,0.0,0.001831746212120964,0.0,0.0,0.0,0.0018317462,0.0,0.0,0.0
31161.0,31161,Animal Slaughtering and Processing,0.0,5.22102323314562e-07,5.13691078773557e-07,0.0,0.023366769960446978,5.3126313868866315e-05,2.9073917729341588e-05,7.388741710515955e-05,0.02336677,5.2604213e-05,2.8560227e-05,7.3887415e-05
31171.0,31171,Seafood Product Preparation and Packaging,0.0,0.0027409313504305113,0.0025231940401027266,0.0,0.00012999944312136637,0.019096966616442806,0.01708706058234558,0.020265058509422052,0.00012999945,0.016356036,0.014563867,0.020265058
31181.0,31181,Bread and Bakery Product Manufacturing,0.0,0.0,0.0,0.0,0.05216685193005292,0.0008285352026975682,0.0006682140502429536,0.0010356690051810703,0.052166853,0.0008285352,0.00066821405,0.001035669
31182.0,31182,"Cookie, Cracker, and Pasta Manufacturing",0.0,0.0,0.0,0.0,0.00029176463632873885,0.005413669615300665,0.0044837490576557955,0.006767117359986652,0.00029176465,0.0054136696,0.004483749,0.0067671174
31191.0,31191,Snack Food Manufacturing,0.0,0.0021466683045583642,0.0026300748629397622,0.0,0.018963155557008872,0.004262126828788814,0.00436364625758269,0.002605618328297142,0.018963156,0.0021154585,0.0017335714,0.0026056184
31192.0,31192,Coffee and Tea Manufacturing,0.0,2.6084789811975796e-05,2.4961381945221294e-05,0.0,0.0032021369138844815,0.0009171240964913406,0.0008240869222848664,0.001129047225597438,0.0032021368,0.0008910393,0.0007991255,0.0011290472
31193.0,31193,Flavoring Syrup and Concentrate Manufacturing,0.0,0.0,0.0,0.0,0.016070946787127012,0.0,0.0,0.0,0.016070947,0.0,0.0,0.0
31194.0,31194,Seasoning and Dressing Manufacturing,0.0,0.0030579271984897583,0.0028269822089576446,0.0,0.03153421593342799,0.008390259022372792,0.007551829683609111,0.006671015480093061,0.031534217,0.0053323316,0.0047248476,0.0066710156
31199.0,31199,All Other Food Manufacturing,0.0,0.0004629596045975977,0.00043211229228607323,0.0,0.01574315891564334,0.0010399977109478188,0.0009440089577723316,0.0007225317968097521,0.015743159,0.0005770381,0.0005118967,0.0007225318
31211.0,31211,Soft Drink and Ice Manufacturing,0.0,0.0,1.3675170923418067e-05,0.0,0.019762720737312688,0.0006289936754105462,0.0005490984909802623,0.0007861530409013644,0.01976272,0.0006289937,0.00053542334,0.000786153
31212.0,31212,Breweries,0.0,0.0,0.0,0.0,0.06770424197885119,0.00015280191463265915,0.00011783839934584326,0.00019100239335876154,0.067704245,0.00015280192,0.0001178384,0.0001910024
31213.0,31213,Wineries,0.0,0.0,2.4264635656476315e-06,0.0,0.008720979195371202,1.4490220484534115e-05,2.074573554408568e-05,1.794044759613346e-05,0.008720979,1.4490221e-05,1.8319271e-05,1.7940447e-05
31214.0,31214,Distilleries,0.0,0.0,0.0,0.0,0.07620655738663362,0.0,0.0,0.0,0.07620656,0.0,0.0,0.0
31223.0,31223,Tobacco Manufacturing,0.0,0.0,1.3631002348432565e-05,0.0,0.002552520124180208,0.001001972054637821,7.510904607124417e-05,0.0012521999661184152,0.00255252,0.001001972,6.1478044e-05,0.0012522
31311.0,31311,"Fiber, Yarn, and Thread Mills",0.0,0.012014666377675743,0.011591745594784618,0.0,0.005665444266247471,0.024192717324070717,0.022726431117850592,0.01516434457118092,0.0056654443,0.012178051,0.011134686,0.015164345
31321.0,31321,Broadwoven Fabric Mills,0.0,0.019617755836615663,0.01845218206492853,0.0,0.0035653056502586485,0.039013713888408436,0.03757313287738669,0.024257493061537135,0.0035653056,0.019395959,0.01912095,0.024257492
31322.0,31322,Narrow Fabric Mills and Schiffli Machine Embroidery,0.0,0.011759616380601981,0.010874292970744971,0.0,0.002730978282982395,0.029100624650285477,0.02419440261706409,0.0217409373074095,0.0027309782,0.017341008,0.01332011,0.021740938
31323.0,31323,Nonwoven Fabric Mills,0.0,0.0006757230329768304,0.0006310112022989742,0.0,0.004807381651500691,0.017607580120442536,0.01429253561015335,0.021167411122378056,0.0048073814,0.016931858,0.013661524,0.02116741
31324.0,31324,Knit Fabric Mills,0.0,0.041574690317961856,0.03812856676895196,0.0,0.0013684394730324426,0.07208423878575353,0.0647519705578531,0.0380999789288204,0.0013684395,0.030509548,0.026623404,0.038099978
31332.0,31332,Fabric Coating Mills,0.0,0.007677127758806037,0.006879835992208261,0.0,0.00599647175471771,0.028688712472650188,0.024542153509659333,0.026276612223675524,0.0059964717,0.021011585,0.017662318,0.026276613
31411.0,31411,Carpet and Rug Mills,0.0,0.008231807065009988,0.007721162167817029,0.0,0.0009664921980038827,0.026331142918381026,0.02364228172407777,0.022645096829377417,0.0009664922,0.018099336,0.01592112,0.022645097
31412.0,31412,Curtain and Linen Mills,0.0,0.0,0.0,0.0,0.025200441033531074,0.0,0.0,0.0,0.025200441,0.0,0.0,0.0
31491.0,31491,Textile Bag and Canvas Mills,0.0,0.036615590072027325,0.03393076552620003,0.0,0.0008352909045765381,0.062331274673243724,0.055031639632257934,0.03214460821765259,0.0008352909,0.025715685,0.021100875,0.03214461
31499.0,31499,All Other Textile Product Mills,0.0,0.0025293793414560995,0.0030761699656920633,0.0,0.001999590051998291,0.009167299589392525,0.00889881495577433,0.008291630105292203,0.00199959,0.00663792,0.005822645,0.00829163
31511.0,31511,Hosiery and Sock Mills,0.0,0.0,0.0,0.0,0.0007250898918064974,0.0,0.0,0.0,0.00072508986,0.0,0.0,0.0
31519.0,31519,Other Apparel Knitting Mills,0.0,0.005348868270031983,0.041601613386379334,0.0,0.00028970364883953536,0.048500196015735214,0.08214968550651516,0.053939076528874294,0.00028970366,0.043151326,0.04054807,0.053939078
31522.0,31522,Men’s and Boys’ Cut and Sew Apparel Manufacturing ,0.0,0.0,0.0,0.0,0.010243099684084007,0.0,0.0,0.0,0.0102431,0.0,0.0,0.0
31524.0,31524,"Women’s, Girls’, and Infants’ Cut and Sew Apparel Manufacturing",0.0,0.0,0.0,0.0,0.00827594879583345,0.0,0.0,0.0,0.008275948,0.0,0.0,0.0
31528.0,31528,Other Cut and Sew Apparel Manufacturing ,0.0,0.0125574721534514,0.012369057988769272,0.0,0.0026205369425600514,0.034180312416083124,0.031981839429471574,0.0270322189915355,0.0026205368,0.02162284,0.019612782,0.027032219
31599.0,31599,Apparel Accessories and Other Apparel Manufacturing,0.0,0.014593428576300813,0.02032874925884067,0.0,0.0047992540580312935,0.03736898806416228,0.041006391324088384,0.02846973926152536,0.0047992542,0.022775559,0.020677643,0.02846974
31611.0,31611,Leather and Hide Tanning and Finishing,0.0,0.0008906712439375677,0.0008590247677193902,0.0,0.013744575053933193,0.0035554360764859733,0.0034351707830755,0.003330677351338781,0.013744575,0.0026647649,0.002576146,0.0033306773
31621.0,31621,Footwear Manufacturing,0.0,0.0,0.0,0.0,0.0051569158357843824,0.0,0.0,0.0,0.0051569156,0.0,0.0,0.0
31699.0,31699,Other Leather and Allied Product Manufacturing,0.0,0.07193359330217514,0.06887348108135423,0.0,0.004713637038994415,0.11514955199608806,0.10918404002499475,0.054043461876583127,0.004713637,0.04321596,0.040310558,0.05404346
32111.0,32111,Sawmills and Wood Preservation,0.0,0.0,0.0,0.0,0.02505863030575398,0.00046043133993069587,0.000369349012912214,0.000620919927259471,0.02505863,0.00046043133,0.000369349,0.0006209199
32121.0,32121,"Veneer, Plywood, and Engineered Wood Product Manufacturing",0.0,0.0059847416921501055,0.00725138980488278,0.0,0.010939823301758344,0.017095907627080915,0.017377405031832206,0.018752305573078883,0.010939823,0.011111166,0.010126015,0.018752305
32191.0,32191,Millwork,0.0,0.0076548108083301395,0.0071078067723721085,0.0,0.000565719166749588,0.02875897265742522,0.024472309339015334,0.026367593015667008,0.00056571915,0.021104163,0.017364502,0.026367594
32192.0,32192,Wood Container and Pallet Manufacturing,0.0,0.0030913443873499553,0.00280288102124013,0.0,0.0007403653572712444,0.02078276404562697,0.01790440056415779,0.022118363845470067,0.00074036536,0.01769142,0.015101519,0.022118364
32199.0,32199,All Other Wood Product Manufacturing,0.0,0.010030234907986026,0.00913213706918709,0.0,0.0019727697505568576,0.03898803303815654,0.034021101588810714,0.03531585257486667,0.0019727699,0.028957797,0.024888964,0.035315853
32211.0,32211,Pulp Mills,0.0,8.458593674309355e-08,6.645746227192506e-08,0.0,0.013282584096828986,0.0002223894984918114,0.00018618129707463385,0.00027776128370299373,0.013282584,0.00022230491,0.00018611483,0.00027776128
32212.0,32212,Paper Mills,0.0,0.0,0.0,0.0,0.006749087668789715,0.0010013384980226284,0.0007775969512098095,0.0012701679336092877,0.0067490875,0.0010013385,0.00077759696,0.0012701679
32213.0,32213,Paperboard Mills,0.0,0.0,0.0,0.0,0.006694786700334374,0.0037829415313498866,0.0029939168541599603,0.004729903964860697,0.0066947867,0.0037829415,0.0029939169,0.004729904
32221.0,32221,Paperboard Container Manufacturing,0.0,0.0,0.0,0.0,0.0007910071868463406,0.034231470497085914,0.027981580614881388,0.042789338185853135,0.0007910072,0.03423147,0.027981581,0.04278934
32222.0,32222,Paper Bag and Coated and Treated Paper Manufacturing,0.0,0.004235455838238873,0.003948773923964384,0.0,0.009940272523304703,0.0365785328662589,0.030565479653766853,0.03609790641220753,0.009940272,0.03234308,0.026616706,0.036097907
32223.0,32223,Stationery Product Manufacturing,0.0,0.0,0.0,0.0,0.0019985532294278835,0.03729398400557762,0.03142945256818482,0.0465947874917357,0.0019985533,0.037293985,0.03142945,0.046594787
32229.0,32229,Other Converted Paper Product Manufacturing,0.0,0.0,0.0,0.0,0.026947432403653784,0.012900176692635452,0.01056434456314178,0.01612606390571334,0.026947433,0.012900176,0.010564345,0.016126065
32311.0,32311,Printing,0.0,2.693321099677257e-05,2.4189535716979158e-05,0.0,0.01071383693802368,0.007441529900943374,0.006289718026015547,0.00926820431799926,0.010713837,0.0074145966,0.0062655285,0.009268205
32312.0,32312,Support Activities for Printing,0.0,0.0,0.0,0.0,0.02263399761307332,0.003266665767989672,0.0024364505375655513,0.004083332226677949,0.022633998,0.0032666659,0.0024364504,0.004083332
32411.0,32411,Petroleum Refineries,0.0,1.0686399997890457e-07,1.3389871379098745e-05,0.0,0.003268277626996146,8.227889016992326e-05,3.232330954183753e-05,0.00017603349079306244,0.0032682777,8.2172024e-05,1.8933439e-05,0.00017603349
32412.0,32412,"Asphalt Paving, Roofing, and Saturated Materials Manufacturing",0.0,2.6648158825193418e-05,2.5157533145224603e-05,0.0,0.006189169751702257,0.00040682911762808657,0.0003343899946914755,0.0005667734242412226,0.00618917,0.00038018095,0.00030923245,0.0005667734
32419.0,32419,Other Petroleum and Coal Products Manufacturing,0.0,7.643442124009474e-06,7.497685209855668e-06,0.0,0.005390111373058152,4.599175187157977e-05,3.126532512076756e-05,9.201455578866202e-05,0.0053901114,3.834831e-05,2.376764e-05,9.2014554e-05
32511.0,32511,Petrochemical Manufacturing,0.0,0.0,6.499359605311026e-05,0.0,0.003502722096635661,0.004150411810779126,0.003313936511100796,0.005195090458652938,0.0035027221,0.0041504116,0.003248943,0.0051950905
32512.0,32512,Industrial Gas Manufacturing,0.0,0.002685973985921308,0.002535617301835647,0.0,0.004067706238835194,0.0084403649815445,0.007400323426550373,0.007237916456331063,0.0040677064,0.005754391,0.004864706,0.0072379163
32513.0,32513,Synthetic Dye and Pigment Manufacturing,0.0,0.008128007441213735,0.010309816922864918,0.0,0.005786835405827601,0.02465612700123227,0.024104588393459934,0.020775459105915984,0.005786835,0.01652812,0.013794771,0.02077546
32518.0,32518,Other Basic Inorganic Chemical Manufacturing,0.0,0.0016099674100600373,0.0015765089062036344,0.0,0.00313037122146143,0.008272892325520774,0.0068421812353313145,0.008307551331765963,0.0031303712,0.006662925,0.005265672,0.008307551
32519.0,32519,Other Basic Organic Chemical Manufacturing,0.0,0.0010771650263063665,0.002892351637287599,0.0,0.009468045675509634,0.008320892796840978,0.008284363787762485,0.008940125420719421,0.009468046,0.007243728,0.005392012,0.008940126
32521.0,32521,Resin and Synthetic Rubber Manufacturing,0.0,0.0017844315879955535,0.002611553815520339,0.0,0.010864970471205177,0.011885910310620893,0.01103275391230714,0.010616521506585604,0.01086497,0.010101479,0.0084212,0.010616521
32522.0,32522,Artificial and Synthetic Fibers and Filaments Manufacturing,0.0,0.013023084344482454,0.011948032020446225,0.0,0.007216914926933457,0.02772124940451714,0.0253370080291574,0.0189076740233239,0.007216915,0.0146981655,0.013388976,0.018907674
32531.0,32531,Fertilizer Manufacturing,0.0,5.69001508910154e-07,4.3686713725401646e-07,0.0,0.002247688719573119,0.0039027592500153474,0.002743864092833268,0.00487254269429532,0.0022476888,0.0039021904,0.0027434272,0.004872543
32532.0,32532,Pesticide and Other Agricultural Chemical Manufacturing,0.0,0.009633895904785026,0.013231145992951025,0.0,0.03783298513785212,0.02526209011637444,0.029953186461811925,0.01917023359761365,0.037832987,0.015628194,0.01672204,0.019170234
32541.0,32541,Pharmaceutical and Medicine Manufacturing,0.0,7.75864968374747e-07,2.8037765775311216e-06,0.0,0.0004533603807911818,6.17819877253456e-06,5.9481098304017e-06,7.071969168104244e-06,0.00045336038,5.402334e-06,3.1443333e-06,7.0719693e-06
32551.0,32551,Paint and Coating Manufacturing,0.0,0.0014207386462555792,0.0013557584184747124,0.0,0.003778341623037474,0.0047548552680816,0.004126449284857595,0.004141473994757457,0.0037783417,0.0033341167,0.002770691,0.004141474
32552.0,32552,Adhesive Manufacturing,0.0,0.002991465704121949,0.00275170466783709,0.0,0.016835265326262186,0.014088920795062743,0.012865873527310733,0.01388150419885733,0.016835265,0.011097455,0.010114169,0.013881505
32561.0,32561,Soap and Cleaning Compound Manufacturing,0.0,0.001649958769480716,0.0018869301461067213,0.0,0.02666233107672516,0.009279712451427313,0.008199176134505277,0.009440457628097443,0.026662331,0.0076297536,0.006312246,0.009440457
32562.0,32562,Toilet Preparation Manufacturing,0.0,0.0005087350276033743,0.0004697308848661116,0.0,0.02172022897172183,0.010291034924331203,0.008820891565894391,0.0122273598627626,0.021720229,0.0097823,0.008351161,0.01222736
32591.0,32591,Printing Ink Manufacturing,0.0,1.2438105049161397e-05,1.1705860253484677e-05,0.0,0.004042573584636218,0.022803986850969803,0.02220683493189695,0.02280609778724643,0.0040425737,0.02279155,0.022195129,0.022806099
32592.0,32592,Explosives Manufacturing,0.0,0.0,0.0,0.0,0.004544238557178718,0.0,0.0,0.0,0.0045442386,0.0,0.0,0.0
32599.0,32599,All Other Chemical Product and Preparation Manufacturing,0.0,0.0009368304236529792,0.0009096466759912921,0.0,0.012319040222630225,0.00450559139248837,0.003937045759481677,0.004451070024040071,0.0123190405,0.003568761,0.003027399,0.00445107
32611.0,32611,Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing,0.0,0.00747399895577868,0.006959145813268112,0.0,0.009925083276348418,0.03771213646210535,0.033255535798209286,0.032582508457915445,0.009925083,0.030238137,0.02629639,0.03258251
32612.0,32612,"Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape Manufacturing",0.0,0.0024435970931515377,0.007120982915711494,0.0,0.0023144868433938545,0.042026238345974014,0.042164585731967144,0.03958618741028378,0.0023144868,0.03958264,0.035043605,0.039586186
32616.0,32616,Plastics Bottle Manufacturing,0.0,0.009836233125597739,0.008573350299425799,0.0,0.00073421595699501,0.036066187905495206,0.033213442351701,0.032787444160150746,0.00073421595,0.026229955,0.024640093,0.032787446
32619.0,32619,Other Plastics Product Manufacturing,0.0,0.006905414844062462,0.006337026498043193,0.0,0.005540087270083951,0.024889205112707834,0.02223813262436966,0.019792548434960526,0.0055400874,0.01798379,0.015901105,0.01979255
32621.0,32621,Tire Manufacturing,0.0,0.008296537255536378,0.0074602286661326215,0.0,0.0008469256621621505,0.02602633346860114,0.022488232735956428,0.0221790309009517,0.00084692566,0.017729796,0.015028005,0.022179032
32622.0,32622,Rubber and Plastics Hoses and Belting Manufacturing,0.0,0.0025938016616875764,0.005325927889006026,0.0,0.0025540449911987057,0.024670068660955245,0.024726244362607855,0.025448182452663427,0.002554045,0.022076268,0.019400317,0.025448183
32629.0,32629,Other Rubber Product Manufacturing,0.0,0.0010764187384489589,0.0023153946650855983,0.0,0.005542326721592995,0.013029258042272639,0.01289017233527239,0.014941069597386754,0.0055423267,0.011952839,0.010574778,0.014941069
32711.0,32711,"Pottery, Ceramics, and Plumbing Fixture Manufacturing",0.0,0.002775737486965518,0.0025538318501847853,0.0,0.01434504821666959,0.00960549263142917,0.008734433506119296,0.008291608620142998,0.014345048,0.006829755,0.0061806017,0.008291609
32712.0,32712,Clay Building Material and Refractories Manufacturing,0.0,0.017097668640446064,0.014365109741808357,0.0,0.0021226810649315328,0.03687319927131254,0.028139378199890527,0.0248376248721064,0.0021226811,0.01977553,0.013774268,0.024837624
32721.0,32721,Glass and Glass Product Manufacturing,0.0,0.0070314096174867715,0.007772177813341447,0.0,0.04592970654963409,0.02983549629487728,0.026477844788825165,0.02750221332000779,0.045929708,0.022804087,0.018705666,0.027502213
32731.0,32731,Cement Manufacturing,0.0,0.0,0.0,0.0,0.00022176292117190446,0.008274475226132519,0.005643647418733607,0.010244977013421586,0.00022176292,0.008274475,0.0056436476,0.010244977
32732.0,32732,Ready-Mix Concrete Manufacturing,0.0,0.0,0.0,0.0,0.003917953421347363,0.0,0.0,0.0,0.0039179535,0.0,0.0,0.0
32733.0,32733,"Concrete Pipe, Brick, and Block Manufacturing",0.0,0.000778914662078023,0.0006719301988293106,0.0,0.0,0.0027262012008577585,0.002397267206106335,0.0024341081734746695,0.0,0.0019472865,0.001725337,0.0024341082
32739.0,32739,Other Concrete Product Manufacturing,0.0,0.0008070360295438487,0.0007265604297213977,0.0,0.0012304648913861395,0.0442708570552356,0.036883078372750684,0.05432977658738014,0.0012304649,0.043463822,0.036156517,0.054329775
32741.0,32741,Lime Manufacturing,0.0,0.0,0.0,0.0,2.1829898734056313e-05,0.00010242141052219352,7.660647212802627e-05,0.00013438208673539163,2.18299e-05,0.00010242141,7.660647e-05,0.00013438209
32742.0,32742,Gypsum Product Manufacturing,0.0,0.0003155730235719341,0.00028812327909493086,0.0,0.0006885387358104092,0.0023258589932755908,0.0019644569133914144,0.0024970737602608866,0.0006885387,0.0020102859,0.0016763336,0.0024970737
32791.0,32791,Abrasive Product Manufacturing,0.0,0.0013016692411047632,0.0016920380345087276,0.0,0.005044823581011003,0.013442927751573935,0.011506055660433105,0.015177298670928896,0.0050448235,0.012141258,0.009814017,0.015177298
32799.0,32799,All Other Nonmetallic Mineral Product Manufacturing,0.0,0.00511567269685963,0.004591530963872207,0.0,0.005313413693273711,0.02168867095131221,0.018275143377858183,0.020704650916164923,0.0053134137,0.016572999,0.013683612,0.020704651
33111.0,33111,Iron and Steel Mills and Ferroalloy Manufacturing,0.0,4.606460066435641e-05,4.3512007989676465e-05,0.0,0.13422159172234913,0.12808056245267002,0.12451700366235989,0.12809858223536758,0.1342216,0.1280345,0.12447349,0.12809858
33121.0,33121,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,0.0,0.0,0.0,0.0,0.029185549893239068,0.06125041447080097,0.0590966215207489,0.06125041447080097,0.02918555,0.061250415,0.059096623,0.061250415
33122.0,33122,Rolling and Drawing of Purchased Steel,0.0,0.0006276990297994846,0.000555579831358901,0.0,0.06161489431832323,0.11013100411485537,0.09304257851890725,0.11262461086943362,0.061614893,0.10950331,0.092487,0.11262461
33131.0,33131,Alumina and Aluminum Production and Processing,0.0,0.005953782207068807,0.005824882986792443,0.0,0.03643427182413664,0.09373125274714847,0.11095125283141746,0.0878938555986935,0.03643427,0.08777747,0.10512637,0.08789386
33141.0,33141,Nonferrous Metal (except Aluminum) Smelting and Refining,0.0,3.3275467746730456e-05,3.270234989779518e-05,0.0,0.003026782902378917,0.0003210774794482755,0.00018155848029151298,0.0003433100194800343,0.003026783,0.00028780202,0.00014885612,0.00034331
33142.0,33142,"Copper Rolling, Drawing, Extruding, and Alloying",0.0,0.0009977681702358179,0.0009569336725221596,0.0,0.004171640113217236,0.0060580731298166424,0.005339770419089993,0.005849803649608865,0.00417164,0.005060305,0.0043828366,0.005849804
33149.0,33149,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and Alloying",0.0,0.0007323223778826696,0.0015539589965425672,0.0,0.005063803430940457,0.0032641018064544446,0.0039034304235976173,0.0031700082810938853,0.0050638034,0.0025317795,0.0023494714,0.0031700083
