naics,naics_str,naics_desc,R0_2017,S0_2017,E0_2017,T0_2017,R0_2018,S0_2018,E0_2018,T0_2018,R0,S0,E0,T0
3361,3361,Motor Vehicle Manufacturing,0,2.0558523132264232e-4,2.0038653566901497e-4,0,0.03751266717489296,0.0022369991062582066,0.0015818329255282665,0.0020317932058899224,0.03751266747713089,0.0020314138382673264,0.001381446374580264,0.0020317931193858385
3362,3362,Motor Vehicle Body and Trailer Manufacturing,0,0.002994154121645227,0.0027494608828043123,0,7.750737268646233e-4,0.01880230969817056,0.015705565872159856,0.019765920400171673,7.75073713157326e-4,0.01580815576016903,0.012956105172634125,0.01976592093706131
3363,3363,Motor Vehicle Parts Manufacturing,0,0.0013453270152383864,0.002421204048751715,0,0.004078094477037023,0.011861214007430763,0.011584286540271736,0.012591977988841084,0.004078094381839037,0.010515887290239334,0.00916308257728815,0.01259197760373354
3364,3364,Aerospace Product and Parts Manufacturing,0,0,1.389773984053061e-6,0,2.549251898529638e-8,0.0043553552506131734,0.004349376256505185,0.004355458340429635,2.5492518318515067e-8,0.0043553551658988,0.004347986541688442,0.004355458542704582
3365,3365,Railroad Rolling Stock Manufacturing,0,0.004838007530105597,0.00428639870311102,0,0.001381575568793795,0.06087165883256351,0.060135897992022624,0.05643224521890793,0.001381575595587492,0.056033652275800705,0.05584950000047684,0.056432243436574936
3366,3366,Ship and Boat Building,0,4.19491338022404e-4,3.42481863051511e-4,0,0.052395250030983116,0.0033848564555288433,0.0016697749101751984,0.0035765472669080137,0.05239525064826012,0.002965365070849657,0.0013272929936647415,0.003576547373086214
3369,3369,Other Transportation Equipment Manufacturing,0,0.015928971474528104,0.014815543133068126,0,0.02766832364561537,0.048780671761903344,0.03985982197197296,0.03688555423816469,0.02766832336783409,0.032851699739694595,0.025044279173016548,0.03688555583357811
3371,3371,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,0,9.23557607239568e-7,8.614007893906516e-7,0,0.017335533814001446,0.042166506083720676,0.03305377001485245,0.05270251011062669,0.01733553409576416,0.04216558113694191,0.03305291011929512,0.05270250886678696
3372,3372,Office Furniture (including Fixtures) Manufacturing,0,0,0,0,0.002429372007022514,0.031988753629457654,0.02698234706843036,0.039986608856630954,0.0024293719325214624,0.031988754868507385,0.026982346549630165,0.039986610412597656
3379,3379,Other Furniture Related Product Manufacturing,0,0.01474182511907914,0.013740396118105111,0,0.04848692977885025,0.04778735637154195,0.041589749823528824,0.041378924431106974,0.04848692938685417,0.03304553031921387,0.027849353849887848,0.0413789227604866
3391,3391,Medical Equipment and Supplies Manufacturing,0,8.535560862371734e-5,1.0118558515856498e-4,0,0.006293642960446261,0.0012296905536974166,0.001146015696592264,0.0011982299760883877,0.006293642800301313,0.0011443349067121744,0.0010448300745338202,0.001198229962028563
3399,3399,Other Miscellaneous Manufacturing,0,1.8724356686435737e-4,3.7324943595731385e-4,0,0.012255992522784137,0.001360734468159926,0.0013785307685849956,0.001406718932278919,0.012255992740392685,0.0011734908912330866,0.001005281344987452,0.0014067189767956734
9100,,,0,0,0,0,0.08051136731630332,0.00118817720892988,8.195204390221975e-4,0.0014052932300336431,0.08051136881113052,0.0011881772661581635,8.195204427465796e-4,0.001405293238349259
9300,,,0,6.653148348469305e-6,6.005910434153921e-6,0,0.010433071606769106,8.32808201382762e-5,7.410712832111185e-5,7.909183300218637e-5,0.010433071292936802,7.662767166038975e-5,6.810121703892946e-5,7.909183477750048e-5
9800,,,0,0,0,0,0,0,0,0,0,0,0,0
9900,,,0,0,0,0,2.165700932621506e-5,2.379087622368375e-4,2.0876247701365663e-4,2.965573047452998e-4,2.1657009710907005e-5,2.379087673034519e-4,2.0876247435808182e-4,2.965572930406779e-4
11321,11321,Forest Nurseries and Gathering of Forest Products,0,1.9907802563799684e-6,1.8437265962065616e-6,0,0.0029876972633839046,4.509342542096267e-4,3.201735835729312e-4,5.656816389175607e-4,0.0029876972548663616,4.489434650167823e-4,3.183298686053604e-4,5.656816647388041e-4
11331,11331,Logging,0,0,0,0,0.012345417351817415,0.0081723714951577,0.007148196884403419,0.008790286484516123,0.012345417402684689,0.008172371424734592,0.007148196920752525,0.008790286257863045
11411,11411,Fishing,0,3.9863551011887834e-4,4.5609078789152294e-4,0,0.054738033703577424,0.009081192196630571,0.008227443154601735,0.010854542483068781,0.054738033562898636,0.008682556450366974,0.007771352306008339,0.010854542255401611
21111,,,0,0,0,0,0.008291973996406745,4.3427119589012345e-7,3.0896577817912087e-7,4.6501204875512217e-7,0.008291973732411861,4.342711861227144e-7,3.089657809596247e-7,4.6501205019922054e-7
21211,21211,Coal Mining,0,0,0,0,0.005887250974751131,1.7310428558670867e-4,6.431488848901045e-6,2.3158384564487088e-4,0.005887250881642103,1.7310428665950894e-4,6.431489055103157e-6,2.3158385010901839e-4
21221,21221,Iron Ore Mining,0,0,0,0,0,0,0,0,0,0,0,0
21222,21222,Gold Ore and Silver Ore Mining,0,0,0,0,0.012644252594341808,0,0,0,0.012644252739846706,0,0,0
21223,21223,"Copper, Nickel, Lead, and Zinc Mining",0,0,0,0,0.005037455568621424,5.061581933031206e-6,0,8.435970017812545e-6,0.005037455353885889,5.061581759946421e-6,0,8.435969903075602e-6
21229,21229,Other Metal Ore Mining,0,0,0,0,0.0037470565847565994,8.520620543096e-5,7.094633653436134e-5,1.0442007387581587e-4,0.003747056471183896,8.520620758645236e-5,7.094633474480361e-5,1.0442007624078542e-4
21231,21231,Stone Mining and Quarrying,0,6.760810738897335e-4,5.533263796662921e-4,0,0.007760255291140295,0.008955209638245483,0.006728762528704416,0.010539719059410119,0.007760255131870508,0.008279128931462765,0.006175436079502106,0.01053971890360117
21232,21232,"Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying",0,0,0,0,0.008966703369166329,0.0022600359106043437,0.001729767490648067,0.002884315181951067,0.008966702967882156,0.0022600358352065086,0.0017297675367444754,0.0028843150939792395
21239,21239,Other Nonmetallic Mineral Mining and Quarrying,0,1.0338237994925703e-7,8.74567886917231e-8,0,0.008887038249821929,6.458435994310616e-4,4.0391019046083195e-4,8.105868318376527e-4,0.008887038566172123,6.457401905208826e-4,4.038227198179811e-4,8.105868473649025e-4
31111,31111,Animal Food Manufacturing,0,2.6340242396947133e-4,2.4301580639008303e-4,0,0.0033865347903628707,0.014024069259853025,0.011880039417236152,0.017281122007124713,0.0033865347504615784,0.01376066729426384,0.011637023650109768,0.017281122505664825
31121,31121,Flour Milling and Malt Manufacturing,0,2.6985895109573243e-4,2.8004865872347336e-4,0,0.004150492748770222,0.0031245745284084396,0.0023852178860034835,0.0035251571982178923,0.00415049260482192,0.0028547155670821667,0.002105169231072068,0.0035251572262495756
31122,31122,Starch and Vegetable Fats and Oils Manufacturing,0,2.004517148306033e-4,2.1774752658871977e-4,0,7.48506569264909e-4,9.725715645071745e-4,8.569478671315497e-4,9.42639159196638e-4,7.485065725632012e-4,7.721198489889503e-4,6.392003269866109e-4,9.426391334272921e-4
31123,31123,Breakfast Cereal Manufacturing,0,0,0,0,0.006581241563290881,0,0,0,0.0065812417306005955,0,0,0
31131,31131,Sugar Manufacturing,0,1.6600233382086402e-4,2.082717588583895e-4,0,0.0012523800771066503,4.536251698709715e-4,4.3421715980652e-4,3.5923159761344067e-4,0.0012523800833150744,2.8762282454408705e-4,2.2594540496356785e-4,3.592316061258316e-4
31134,31134,Nonchocolate Confectionery Manufacturing,0,0.004086296687170691,0.0037826618960938216,0,0.049845976202696596,0.010045268580460025,0.00912712521009489,0.00744192034577325,0.04984597489237785,0.005958972033113241,0.005344463512301445,0.007441920228302479
31135,31135,Chocolate and Confectionery Manufacturing,0,0,0,0,0.00793519548874468,0,0,0,0.007935195229947567,0,0,0
31141,31141,Frozen Food Manufacturing,0,0.0019674038712712357,0.0018140224598630272,0,0.028281387644677875,0.004193672193507494,0.003864429944927329,0.0026707116790898994,0.02828138694167137,0.002226268406957388,0.002050407463684678,0.0026707116048783064
31142,31142,"Fruit and Vegetable Canning, Pickling, and Drying",0,0.007529776984287255,0.007081039998314313,0,0.036374046205354296,0.020999352312017994,0.018586444551165107,0.016534570458972532,0.0363740473985672,0.013469574972987175,0.011505404487252235,0.01653457060456276
31151,31151,Dairy Product (except Frozen) Manufacturing,0,0.0023723631907100755,0.0021782349867175634,0,0.010569481594695077,0.005411408636699439,0.004836368308465808,0.0037647061514005605,0.010569481179118156,0.0030390454921871424,0.0026581333950161934,0.0037647061981260777
31152,31152,Ice Cream and Frozen Dessert Manufacturing,0,0,0,0,0.001831746212120964,0,0,0,0.001831746194511652,0,0,0
31161,31161,Animal Slaughtering and Processing,0,5.22102323314562e-7,5.13691078773557e-7,0,0.023366769960446978,5.3126313868866315e-5,2.9073917729341588e-5,7.388741710515955e-5,0.023366769775748253,5.26042131241411e-5,2.8560227292473428e-5,7.388741505565122e-5
31171,31171,Seafood Product Preparation and Packaging,0,0.0027409313504305113,0.0025231940401027266,0,1.2999944312136637e-4,0.019096966616442806,0.01708706058234558,0.020265058509422052,1.299994473811239e-4,0.016356036067008972,0.014563866890966892,0.020265057682991028
31181,31181,Bread and Bakery Product Manufacturing,0,0,0,0,0.05216685193005292,8.285352026975682e-4,6.682140502429536e-4,0.0010356690051810703,0.05216685310006142,8.285351796075702e-4,6.682140519842505e-4,0.0010356690036132932
31182,31182,"Cookie, Cracker, and Pasta Manufacturing",0,0,0,0,2.9176463632873885e-4,0.005413669615300665,0.0044837490576557955,0.006767117359986652,2.9176464886404574e-4,0.005413669627159834,0.004483749158680439,0.006767117418348789
31191,31191,Snack Food Manufacturing,0,0.0021466683045583642,0.0026300748629397622,0,0.018963155557008872,0.004262126828788814,0.00436364625758269,0.002605618328297142,0.018963156268000603,0.00211545848287642,0.0017335714073851705,0.002605618443340063
31192,31192,Coffee and Tea Manufacturing,0,2.6084789811975796e-5,2.4961381945221294e-5,0,0.0032021369138844815,9.171240964913406e-4,8.240869222848664e-4,0.001129047225597438,0.0032021368388086557,8.910393225960433e-4,7.991255261003971e-4,0.0011290472466498613
31193,31193,Flavoring Syrup and Concentrate Manufacturing,0,0,0,0,0.016070946787127012,0,0,0,0.01607094705104828,0,0,0
31194,31194,Seasoning and Dressing Manufacturing,0,0.0030579271984897583,0.0028269822089576446,0,0.03153421593342799,0.008390259022372792,0.007551829683609111,0.006671015480093061,0.03153421729803085,0.0053323316387832165,0.0047248476184904575,0.00667101563885808
31199,31199,All Other Food Manufacturing,0,4.629596045975977e-4,4.3211229228607323e-4,0,0.01574315891564334,0.0010399977109478188,9.440089577723316e-4,7.225317968097521e-4,0.015743158757686615,5.770380957983434e-4,5.118966801092029e-4,7.225318113341928e-4
31211,31211,Soft Drink and Ice Manufacturing,0,0,1.3675170923418067e-5,0,0.019762720737312688,6.289936754105462e-4,5.490984909802623e-4,7.861530409013644e-4,0.01976272091269493,6.289936718530953e-4,5.354233435355127e-4,7.861530175432563e-4
31212,31212,Breweries,0,0,0,0,0.06770424197885119,1.5280191463265915e-4,1.1783839934584326e-4,1.9100239335876154e-4,0.06770424544811249,1.5280192019417882e-4,1.178383972728625e-4,1.9100240024272352e-4
31213,31213,Wineries,0,0,2.4264635656476315e-6,0,0.008720979195371202,1.4490220484534115e-5,2.074573554408568e-5,1.794044759613346e-5,0.00872097909450531,1.4490220564766787e-5,1.8319271475775167e-5,1.7940446923603304e-5
31214,31214,Distilleries,0,0,0,0,0.07620655738663362,0,0,0,0.07620655745267868,0,0,0
31223,31223,Tobacco Manufacturing,0,0,1.3631002348432565e-5,0,0.002552520124180208,0.001001972054637821,7.510904607124417e-5,0.0012521999661184152,0.002552520018070936,0.0010019720066338778,6.147804378997535e-5,0.0012521999888122082
31311,31311,"Fiber, Yarn, and Thread Mills",0,0.012014666377675743,0.011591745594784618,0,0.005665444266247471,0.024192717324070717,0.022726431117850592,0.01516434457118092,0.005665444303303957,0.01217805128544569,0.011134685948491096,0.015164344571530819
31321,31321,Broadwoven Fabric Mills,0,0.019617755836615663,0.01845218206492853,0,0.0035653056502586485,0.039013713888408436,0.03757313287738669,0.024257493061537135,0.0035653056111186743,0.01939595863223076,0.019120950251817703,0.024257492274045944
31322,31322,Narrow Fabric Mills and Schiffli Machine Embroidery,0,0.011759616380601981,0.010874292970744971,0,0.002730978282982395,0.029100624650285477,0.02419440261706409,0.0217409373074095,0.002730978187173605,0.01734100840985775,0.01332010980695486,0.02174093760550022
31323,31323,Nonwoven Fabric Mills,0,6.757230329768304e-4,6.310112022989742e-4,0,0.004807381651500691,0.017607580120442536,0.01429253561015335,0.021167411122378056,0.004807381425052881,0.01693185791373253,0.013661524280905724,0.021167410537600517
31324,31324,Knit Fabric Mills,0,0.041574690317961856,0.03812856676895196,0,0.0013684394730324426,0.07208423878575353,0.0647519705578531,0.0380999789288204,0.0013684395235031843,0.030509548261761665,0.026623403653502464,0.0380999781191349
31332,31332,Fabric Coating Mills,0,0.007677127758806037,0.006879835992208261,0,0.00599647175471771,0.028688712472650188,0.024542153509659333,0.026276612223675524,0.0059964717365801334,0.021011585369706154,0.01766231842339039,0.026276612654328346
31411,31411,Carpet and Rug Mills,0,0.008231807065009988,0.007721162167817029,0,9.664921980038827e-4,0.026331142918381026,0.02364228172407777,0.022645096829377417,9.664922254160047e-4,0.018099335953593254,0.01592111960053444,0.022645097225904465
31412,31412,Curtain and Linen Mills,0,0,0,0,0.025200441033531074,0,0,0,0.025200441479682922,0,0,0
31491,31491,Textile Bag and Canvas Mills,0,0.036615590072027325,0.03393076552620003,0,8.352909045765381e-4,0.062331274673243724,0.055031639632257934,0.03214460821765259,8.35290877148509e-4,0.02571568451821804,0.021100874990224838,0.032144609838724136
31499,31499,All Other Textile Product Mills,0,0.0025293793414560995,0.0030761699656920633,0,0.001999590051998291,0.009167299589392525,0.00889881495577433,0.008291630105292203,0.001999590080231428,0.006637920159846544,0.0058226450346410275,0.008291630074381828
31511,31511,Hosiery and Sock Mills,0,0,0,0,7.250898918064974e-4,0,0,0,7.250898634083569e-4,0,0,0
31519,31519,Other Apparel Knitting Mills,0,0.005348868270031983,0.041601613386379334,0,2.8970364883953536e-4,0.048500196015735214,0.08214968550651516,0.053939076528874294,2.8970366111025214e-4,0.04315132647752762,0.04054807126522064,0.053939078003168106
31522,31522,Men’s and Boys’ Cut and Sew Apparel Manufacturing,0,0,0,0,0.010243099684084007,0,0,0,0.010243100114166737,0,0,0
31524,31524,"Women’s, Girls’, and Infants’ Cut and Sew Apparel Manufacturing",0,0,0,0,0.00827594879583345,0,0,0,0.008275948464870453,0,0,0
31528,31528,Other Cut and Sew Apparel Manufacturing,0,0.0125574721534514,0.012369057988769272,0,0.0026205369425600514,0.034180312416083124,0.031981839429471574,0.0270322189915355,0.002620536834001541,0.02162284031510353,0.019612781703472137,0.027032218873500824
31599,31599,Apparel Accessories and Other Apparel Manufacturing,0,0.014593428576300813,0.02032874925884067,0,0.0047992540580312935,0.03736898806416228,0.041006391324088384,0.02846973926152536,0.004799254238605499,0.02277555875480175,0.02067764289677143,0.028469739481806755
31611,31611,Leather and Hide Tanning and Finishing,0,8.906712439375677e-4,8.590247677193902e-4,0,0.013744575053933193,0.0035554360764859733,0.0034351707830755,0.003330677351338781,0.013744574971497059,0.002664764877408743,0.0025761460419744253,0.003330677282065153
31621,31621,Footwear Manufacturing,0,0,0,0,0.0051569158357843824,0,0,0,0.005156915634870529,0,0,0
31699,31699,Other Leather and Allied Product Manufacturing,0,0.07193359330217514,0.06887348108135423,0,0.004713637038994415,0.11514955199608806,0.10918404002499475,0.054043461876583127,0.004713636822998524,0.04321596026420593,0.040310557931661606,0.05404346063733101
32111,32111,Sawmills and Wood Preservation,0,0,0,0,0.02505863030575398,4.6043133993069587e-4,3.69349012912214e-4,6.20919927259471e-4,0.025058630853891373,4.604313289746642e-4,3.693489998113364e-4,6.209199200384319e-4
32121,32121,"Veneer, Plywood, and Engineered Wood Product Manufacturing",0,0.0059847416921501055,0.00725138980488278,0,0.010939823301758344,0.017095907627080915,0.017377405031832206,0.018752305573078883,0.01093982346355915,0.011111166328191757,0.010126015171408653,0.01875230483710766
32191,32191,Millwork,0,0.0076548108083301395,0.0071078067723721085,0,5.65719166749588e-4,0.02875897265742522,0.024472309339015334,0.026367593015667008,5.657191504724324e-4,0.02110416255891323,0.017364501953125,0.026367593556642532
32192,32192,Wood Container and Pallet Manufacturing,0,0.0030913443873499553,0.00280288102124013,0,7.403653572712444e-4,0.02078276404562697,0.01790440056415779,0.022118363845470067,7.403653580695391e-4,0.017691420391201973,0.015101519413292408,0.02211836352944374
32199,32199,All Other Wood Product Manufacturing,0,0.010030234907986026,0.00913213706918709,0,0.0019727697505568576,0.03898803303815654,0.034021101588810714,0.03531585257486667,0.0019727698527276516,0.028957797214388847,0.024888964369893074,0.035315852612257004
32211,32211,Pulp Mills,0,8.458593674309355e-8,6.645746227192506e-8,0,0.013282584096828986,2.223894984918114e-4,1.8618129707463385e-4,2.7776128370299373e-4,0.01328258402645588,2.2230490867514163e-4,1.8611483392305672e-4,2.777612826321274e-4
32212,32212,Paper Mills,0,0,0,0,0.006749087668789715,0.0010013384980226284,7.775969512098095e-4,0.0012701679336092877,0.006749087478965521,0.0010013384744524956,7.775969570502639e-4,0.0012701678788289428
32213,32213,Paperboard Mills,0,0,0,0,0.006694786700334374,0.0037829415313498866,0.0029939168541599603,0.004729903964860697,0.006694786716252565,0.0037829414941370487,0.0029939168598502874,0.004729903768748045
32221,32221,Paperboard Container Manufacturing,0,0,0,0,7.910071868463406e-4,0.034231470497085914,0.027981580614881388,0.042789338185853135,7.91007187217474e-4,0.03423146903514862,0.027981581166386604,0.042789340019226074
32222,32222,Paper Bag and Coated and Treated Paper Manufacturing,0,0.004235455838238873,0.003948773923964384,0,0.009940272523304703,0.0365785328662589,0.030565479653766853,0.03609790641220753,0.009940272197127342,0.03234307840466499,0.02661670558154583,0.03609790652990341
32223,32223,Stationery Product Manufacturing,0,0,0,0,0.0019985532294278835,0.03729398400557762,0.03142945256818482,0.0465947874917357,0.0019985532853752375,0.03729398548603058,0.03142945095896721,0.04659478738903999
32229,32229,Other Converted Paper Product Manufacturing,0,0,0,0,0.026947432403653784,0.012900176692635452,0.01056434456314178,0.01612606390571334,0.02694743312895298,0.012900176458060741,0.010564344935119152,0.016126064583659172
32311,32311,Printing,0,2.693321099677257e-5,2.4189535716979158e-5,0,0.01071383693802368,0.007441529900943374,0.006289718026015547,0.00926820431799926,0.01071383710950613,0.007414596620947123,0.006265528500080109,0.009268204681575298
32312,32312,Support Activities for Printing,0,0,0,0,0.02263399761307332,0.003266665767989672,0.0024364505375655513,0.004083332226677949,0.022633997723460197,0.0032666658516973257,0.0024364504497498274,0.004083332139998674
32411,32411,Petroleum Refineries,0,1.0686399997890457e-7,1.3389871379098745e-5,0,0.003268277626996146,8.227889016992326e-5,3.232330954183753e-5,1.7603349079306244e-4,0.0032682777382433414,8.217202412197366e-5,1.8933438695967197e-5,1.760334853315726e-4
32412,32412,"Asphalt Paving, Roofing, and Saturated Materials Manufacturing",0,2.6648158825193418e-5,2.5157533145224603e-5,0,0.006189169751702257,4.0682911762808657e-4,3.343899946914755e-4,5.667734242412226e-4,0.006189169827848673,3.801809507422149e-4,3.092324477620423e-4,5.667734076268971e-4
32419,32419,Other Petroleum and Coal Products Manufacturing,0,7.643442124009474e-6,7.497685209855668e-6,0,0.005390111373058152,4.599175187157977e-5,3.126532512076756e-5,9.201455578866202e-5,0.005390111356973648,3.834830931737088e-5,2.3767639504512772e-5,9.201455395668745e-5
32511,32511,Petrochemical Manufacturing,0,0,6.499359605311026e-5,0,0.003502722096635661,0.004150411810779126,0.003313936511100796,0.005195090458652938,0.003502722131088376,0.004150411579757929,0.003248943015933037,0.005195090547204018
32512,32512,Industrial Gas Manufacturing,0,0.002685973985921308,0.002535617301835647,0,0.004067706238835194,0.0084403649815445,0.007400323426550373,0.007237916456331063,0.004067706409841776,0.005754391197115183,0.004864706192165613,0.007237916346639395
32513,32513,Synthetic Dye and Pigment Manufacturing,0,0.008128007441213735,0.010309816922864918,0,0.005786835405827601,0.02465612700123227,0.024104588393459934,0.020775459105915984,0.005786835215985775,0.016528120264410973,0.013794771395623684,0.020775459706783295
32518,32518,Other Basic Inorganic Chemical Manufacturing,0,0.0016099674100600373,0.0015765089062036344,0,0.00313037122146143,0.008272892325520774,0.0068421812353313145,0.008307551331765963,0.00313037121668458,0.006662924773991108,0.005265672225505114,0.00830755103379488
32519,32519,Other Basic Organic Chemical Manufacturing,0,0.0010771650263063665,0.002892351637287599,0,0.009468045675509634,0.008320892796840978,0.008284363787762485,0.008940125420719421,0.009468046016991138,0.007243727799504995,0.005392012186348438,0.008940125815570354
32521,32521,Resin and Synthetic Rubber Manufacturing,0,0.0017844315879955535,0.002611553815520339,0,0.010864970471205177,0.011885910310620893,0.01103275391230714,0.010616521506585604,0.01086497027426958,0.010101478546857834,0.008421200327575207,0.01061652135103941
32522,32522,Artificial and Synthetic Fibers and Filaments Manufacturing,0,0.013023084344482454,0.011948032020446225,0,0.007216914926933457,0.02772124940451714,0.0253370080291574,0.0189076740233239,0.007216915022581816,0.014698165468871593,0.013388976454734802,0.01890767365694046
32531,32531,Fertilizer Manufacturing,0,5.69001508910154e-7,4.3686713725401646e-7,0,0.002247688719573119,0.0039027592500153474,0.002743864092833268,0.00487254269429532,0.002247688826173544,0.003902190364897251,0.00274342717602849,0.004872542805969715
32532,32532,Pesticide and Other Agricultural Chemical Manufacturing,0,0.009633895904785026,0.013231145992951025,0,0.03783298513785212,0.02526209011637444,0.029953186461811925,0.01917023359761365,0.03783298656344414,0.01562819443643093,0.016722040250897408,0.019170233979821205
32541,32541,Pharmaceutical and Medicine Manufacturing,0,7.75864968374747e-7,2.8037765775311216e-6,0,4.533603807911818e-4,6.17819877253456e-6,5.9481098304017e-6,7.071969168104244e-6,4.53360378742218e-4,5.402333954407368e-6,3.1443332773051225e-6,7.07196932125953e-6
32551,32551,Paint and Coating Manufacturing,0,0.0014207386462555792,0.0013557584184747124,0,0.003778341623037474,0.0047548552680816,0.004126449284857595,0.004141473994757457,0.003778341691941023,0.003334116656333208,0.0027706909459084272,0.004141474142670631
32552,32552,Adhesive Manufacturing,0,0.002991465704121949,0.00275170466783709,0,0.016835265326262186,0.014088920795062743,0.012865873527310733,0.01388150419885733,0.01683526486158371,0.011097455397248268,0.010114168748259544,0.013881504535675049
32561,32561,Soap and Cleaning Compound Manufacturing,0,0.001649958769480716,0.0018869301461067213,0,0.02666233107672516,0.009279712451427313,0.008199176134505277,0.009440457628097443,0.026662331074476242,0.007629753556102514,0.006312245968729258,0.009440457448363304
32562,32562,Toilet Preparation Manufacturing,0,5.087350276033743e-4,4.697308848661116e-4,0,0.02172022897172183,0.010291034924331203,0.008820891565894391,0.0122273598627626,0.02172022871673107,0.00978230033069849,0.008351161144673824,0.012227360159158707
32591,32591,Printing Ink Manufacturing,0,1.2438105049161397e-5,1.1705860253484677e-5,0,0.004042573584636218,0.022803986850969803,0.02220683493189695,0.02280609778724643,0.004042573738843203,0.022791549563407898,0.022195128723978996,0.02280609868466854
32592,32592,Explosives Manufacturing,0,0,0,0,0.004544238557178718,0,0,0,0.004544238559901714,0,0,0
32599,32599,All Other Chemical Product and Preparation Manufacturing,0,9.368304236529792e-4,9.096466759912921e-4,0,0.012319040222630225,0.00450559139248837,0.003937045759481677,0.004451070024040071,0.012319040484726429,0.0035687610507011414,0.003027399070560932,0.0044510699808597565
32611,32611,Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing,0,0.00747399895577868,0.006959145813268112,0,0.009925083276348418,0.03771213646210535,0.033255535798209286,0.032582508457915445,0.009925083257257938,0.030238136649131775,0.02629639022052288,0.03258251026272774
32612,32612,"Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape Manufacturing",0,0.0024435970931515377,0.007120982915711494,0,0.0023144868433938545,0.042026238345974014,0.042164585731967144,0.03958618741028378,0.002314486773684621,0.039582639932632446,0.03504360467195511,0.03958618640899658
32616,32616,Plastics Bottle Manufacturing,0,0.009836233125597739,0.008573350299425799,0,7.3421595699501e-4,0.036066187905495206,0.033213442351701,0.032787444160150746,7.342159515246749e-4,0.02622995525598526,0.024640092626214027,0.032787445932626724
32619,32619,Other Plastics Product Manufacturing,0,0.006905414844062462,0.006337026498043193,0,0.005540087270083951,0.024889205112707834,0.02223813262436966,0.019792548434960526,0.005540087353438139,0.01798379048705101,0.015901105478405952,0.019792549312114716
32621,32621,Tire Manufacturing,0,0.008296537255536378,0.0074602286661326215,0,8.469256621621505e-4,0.02602633346860114,0.022488232735956428,0.0221790309009517,8.469256572425365e-4,0.01772979646921158,0.01502800453454256,0.022179031744599342
32622,32622,Rubber and Plastics Hoses and Belting Manufacturing,0,0.0025938016616875764,0.005325927889006026,0,0.0025540449911987057,0.024670068660955245,0.024726244362607855,0.025448182452663427,0.002554045058786869,0.02207626774907112,0.01940031722187996,0.025448182597756386
32629,32629,Other Rubber Product Manufacturing,0,0.0010764187384489589,0.0023153946650855983,0,0.005542326721592995,0.013029258042272639,0.01289017233527239,0.014941069597386754,0.005542326718568802,0.011952838860452175,0.010574777610599995,0.014941069297492504
32711,32711,"Pottery, Ceramics, and Plumbing Fixture Manufacturing",0,0.002775737486965518,0.0025538318501847853,0,0.01434504821666959,0.00960549263142917,0.008734433506119296,0.008291608620142998,0.014345047995448112,0.006829754915088415,0.0061806016601622105,0.008291608653962612
32712,32712,Clay Building Material and Refractories Manufacturing,0,0.017097668640446064,0.014365109741808357,0,0.0021226810649315328,0.03687319927131254,0.028139378199890527,0.0248376248721064,0.0021226811222732067,0.019775530323386192,0.013774268329143524,0.02483762428164482
32721,32721,Glass and Glass Product Manufacturing,0,0.0070314096174867715,0.007772177813341447,0,0.04592970654963409,0.02983549629487728,0.026477844788825165,0.02750221332000779,0.04592970758676529,0.02280408702790737,0.018705666065216064,0.027502212673425674
32731,32731,Cement Manufacturing,0,0,0,0,2.2176292117190446e-4,0.008274475226132519,0.005643647418733607,0.010244977013421586,2.217629225924611e-4,0.008274475112557411,0.005643647629767656,0.010244976729154587
32732,32732,Ready-Mix Concrete Manufacturing,0,0,0,0,0.003917953421347363,0,0,0,0.003917953465133905,0,0,0
32733,32733,"Concrete Pipe, Brick, and Block Manufacturing",0,7.78914662078023e-4,6.719301988293106e-4,0,0,0.0027262012008577585,0.002397267206106335,0.0024341081734746695,0,0.0019472865387797356,0.0017253370024263859,0.0024341081734746695
32739,32739,Other Concrete Product Manufacturing,0,8.070360295438487e-4,7.265604297213977e-4,0,0.0012304648913861395,0.0442708570552356,0.036883078372750684,0.05432977658738014,0.001230464898981154,0.043463822454214096,0.03615651652216911,0.054329775273799896
32741,32741,Lime Manufacturing,0,0,0,0,2.1829898734056313e-5,1.0242141052219352e-4,7.660647212802627e-5,1.3438208673539163e-4,2.1829899196745828e-5,1.024214070639573e-4,7.660646951990202e-5,1.3438209134619683e-4
32742,32742,Gypsum Product Manufacturing,0,3.155730235719341e-4,2.8812327909493086e-4,0,6.885387358104092e-4,0.0023258589932755908,0.0019644569133914144,0.0024970737602608866,6.885387119837105e-4,0.0020102858543395996,0.0016763336025178432,0.0024970737285912037
32791,32791,Abrasive Product Manufacturing,0,0.0013016692411047632,0.0016920380345087276,0,0.005044823581011003,0.013442927751573935,0.011506055660433105,0.015177298670928896,0.005044823512434959,0.012141258455812931,0.009814017452299595,0.015177298337221146
32799,32799,All Other Nonmetallic Mineral Product Manufacturing,0,0.00511567269685963,0.004591530963872207,0,0.005313413693273711,0.02168867095131221,0.018275143377858183,0.020704650916164923,0.005313413683325052,0.016572998836636543,0.013683612458407879,0.02070465125143528
