MSA,Year,ImportShock,ImportShock_IV,GovTransfer_PerCapita,ExcessSavingsRate,UnemploymentRate
MSA_124,2024,1.0354995148968887e-4,9.694233679497974e-5,2518.740811618045,0.02489930059760809,0.04190362320048734
MSA_124,2025,9.804323213763669e-5,8.92189179907021e-5,2150.240378268063,0.024450156120583415,0.03815823497250676
MSA_125,2010,9.514748600924713e-5,8.337641325415031e-5,378.9654516847804,0.021147754481062292,0.06353748330846429
MSA_125,2011,1.1158709964819859e-4,9.84858870025105e-5,276.96194557938725,0.011465072892606258,0.07845091837923975
MSA_125,2012,1.1375173062741495e-4,9.024004298505087e-5,496.8973911134526,0.01335607934743166,0.04823214231990278
MSA_125,2013,1.0948645957702767e-4,1.0051357438204477e-4,209.9538513692096,0.025829932605847716,0.0739218842308037
MSA_125,2014,9.74926443300706e-5,9.48456343599603e-5,389.68102757353336,0.015194384939968586,0.053608989792410286
MSA_125,2015,1.1446152802107043e-4,1.0608575160525797e-4,295.03212943673134,0.04452494675293565,0.07470251658931375
MSA_125,2016,1.1086655223348835e-4,9.64102905257362e-5,229.69118843320757,0.04530664386227727,0.06341866330010816
MSA_125,2017,1.178138662630584e-4,1.0111172890646595e-4,431.34798603132367,0.01639579371549189,0.03703473528847098
MSA_125,2018,9.984048256573996e-5,8.656108608853707e-5,285.43906996492296,0.041801023911684755,0.06560402441071346
MSA_125,2019,1.1758922165375544e-4,1.0667736339892888e-4,482.77038901578635,0.04683070119470358,0.040608855832833794
MSA_125,2020,1.1165339959255267e-4,9.552616591018425e-5,2547.2070493502542,0.13844098625471818,0.04695653797360137
MSA_125,2021,1.221639419823602e-4,1.0554964354798056e-4,2275.71212828625,0.10789142116205767,0.0628243268886581
MSA_125,2022,1.1687596835654866e-4,1.0320051233076992e-4,2752.9514195397496,0.14899457446765155,0.06765648772241548
MSA_125,2023,1.195669924833975e-4,1.1029779416207065e-4,2450.8845039643347,0.1536385531537235,0.05204124815762043
MSA_125,2024,1.2088245495407882e-4,1.0846752823034745e-4,1568.0839644512162,0.0103569957613945,0.07743180248187854
MSA_125,2025,9.436560223111748e-5,8.30726909124568e-5,3086.1543277744204,0.02998601522296667,0.04338461731793359
MSA_126,2010,8.552618022450415e-5,7.19767071627237e-5,280.2872225176543,0.01837794135324657,0.07925741272745654
MSA_126,2011,1.1544817064896212e-4,1.0039910905811357e-4,390.9678445197642,0.03964735188521445,0.0560916537954472
MSA_126,2012,1.1357253433748427e-4,9.069873638558961e-5,215.850436151959,0.04669082136824727,0.060751516995951535
MSA_126,2013,1.0723678241843771e-4,1.0167270001451e-4,344.4235156988725,0.010308752171695232,0.05844696789979935
MSA_126,2014,9.273865483429861e-5,9.763413916363027e-5,222.99880292266607,0.0242817082349211,0.07271374742966145
MSA_126,2015,1.1909204775109251e-4,1.075934920877308e-4,276.020969171077,0.04910446133464575,0.053437924066092816
MSA_126,2016,1.1898759968389238e-4,1.0059272961336361e-4,218.36140986997634,0.018132484992966057,0.04841849806951359
MSA_126,2017,8.807920711065363e-5,7.681025538165416e-5,296.52859503403306,0.04598238768056035,0.05401090305065736
MSA_126,2018,1.0850991787322399e-4,9.469581467786315e-5,336.6167994681746,0.04192230242304504,0.07858611574163661
MSA_126,2019,1.0564383568339118e-4,9.805793574807049e-5,322.7912950562313,0.03352729142643512,0.07427719819359481
MSA_126,2020,1.205137126314414e-4,1.0429722386810497e-4,2021.7148138210177,0.13440161418169738,0.07276716781314463
MSA_126,2021,1.2371070212314973e-4,1.137779946343261e-4,1765.0008687749505,0.06863110389560462,0.056606556924525646
MSA_126,2022,1.1207509775713985e-4,1.0316511268592539e-4,3178.052403079346,0.11541644322220236,0.03641016891459003
MSA_126,2023,1.1657578538871744e-4,1.0292306032708137e-4,2295.548324333504,0.09248798947548495,0.07987643704516813
MSA_126,2024,1.1474067418020212e-4,1.081568392378417e-4,2304.0209397906438,0.029540041703730823,0.05641353462822735
MSA_126,2025,1.0686637846192166e-4,9.209325711550476e-5,2688.9148944523185,0.01319641443900764,0.07127907716901973
MSA_127,2010,7.71679697880517e-5,6.333872404830793e-5,207.75291160680354,0.03424573328346014,0.053831126128789035
MSA_127,2011,1.0743373537068236e-4,8.765685009109883e-5,486.7289792280644,0.0173085552174598,0.061566280557308346
MSA_127,2012,1.1678092968412648e-4,9.95670348546042e-5,348.99671629536897,0.04874171153642237,0.06616915591992438
MSA_127,2013,9.280731247101466e-5,8.853731386480659e-5,214.28880642633885,0.03599049457348883,0.07527523091528565
MSA_127,2014,9.214679563522408e-5,8.839670837860482e-5,391.46064545493573,0.01727029209956527,0.059657466046046465
MSA_127,2015,1.0121406493585531e-4,8.963935096342462e-5,401.95953538641334,0.023465663325041533,0.05454359459225088
MSA_127,2016,9.363177153110895e-5,8.081535646212428e-5,286.7755007231608,0.026377687491476537,0.07828971320530399
MSA_127,2017,1.0377516624479948e-4,8.344332899136127e-5,474.744377611205,0.02832059876061976,0.050440009736921636
MSA_127,2018,9.68584796192455e-5,8.250435638872288e-5,429.5899303862825,0.012058762405067683,0.036010891369078306
MSA_127,2019,1.162171860001771e-4,1.0167524262493493e-4,371.58813113346696,0.024837697548791768,0.05841212956700474
MSA_127,2020,1.1964047940166763e-4,1.112459548923237e-4,868.8604562776163,0.15792449250351637,0.03902553085470572
MSA_127,2021,1.1604494127465669e-4,1.0563886579184687e-4,3112.0856188237667,0.17070637709693984,0.05379563667345792
MSA_127,2022,1.0154559068009062e-4,8.980793036492208e-5,3293.012235290371,0.1143777774181217,0.06249456750927493
MSA_127,2023,1.005701408766519e-4,8.603361851739825e-5,2136.3041664473712,0.07093237168621272,0.052884367313236
MSA_127,2024,1.0574933108672232e-4,9.064936810678909e-5,3182.1977727813646,0.01690385315567255,0.07012365728849546
MSA_127,2025,1.0579281791805678e-4,8.958930324717653e-5,1198.0399494525045,0.01252321164123714,0.03989695129683241
MSA_128,2010,8.462328319347299e-5,7.533417198716707e-5,258.9319388382137,0.04899770548567176,0.05466079527512193
MSA_128,2011,1.1101036665284742e-4,9.555188804679778e-5,384.4854319700971,0.03227986033074558,0.07714789459249005
MSA_128,2012,1.0050844124337023e-4,8.08698122375277e-5,433.13675003591925,0.04504294610582292,0.04440977868624032
MSA_128,2013,9.819591675986444e-5,9.587141747110103e-5,461.6719481535256,0.02607505005784333,0.041505470355041325
MSA_128,2014,8.920119973247656e-5,8.536616425537278e-5,234.68802515417337,0.013799024764448404,0.04476552912499756
MSA_128,2015,1.2082149757637709e-4,1.0949618084181492e-4,294.5890901144594,0.010204477198421956,0.03464723646873608
MSA_128,2016,9.353802099578096e-5,7.930996291557182e-5,211.9444923941046,0.01663854658603668,0.03942592956125736
MSA_128,2017,9.808741844385353e-5,8.177068041464722e-5,335.8134854817763,0.0426915127877146,0.06911106253508478
MSA_128,2018,1.1064385185277519e-4,9.333623681920177e-5,437.3065996915102,0.04122429296374321,0.04975726484088227
MSA_128,2019,1.0713012532656652e-4,9.24013094259563e-5,348.25704037211835,0.04825203888118267,0.05581698875874281
MSA_128,2020,9.991468727282671e-5,8.58954644372505e-5,2978.582740505226,0.09911265794653445,0.055397390488069506
MSA_128,2021,1.1844182737866318e-4,1.0915031031137956e-4,1501.883906754665,0.11715289816725999,0.0766042039799504
MSA_128,2022,1.0568655390123021e-4,9.505729153807846e-5,2002.0068956306204,0.11636290405178443,0.03547750795958564
MSA_128,2023,1.0723650390340532e-4,9.286130535993232e-5,3035.594782140106,0.06740483253728599,0.047148659145459536
MSA_128,2024,1.0571845105226225e-4,9.795188715293743e-5,3228.5277870250866,0.044789751432836054,0.05484038133407012
MSA_128,2025,1.074419695094752e-4,9.740168578616781e-5,2134.6255857264623,0.013017681427299976,0.037992101553827526
MSA_129,2010,8.756916418235762e-5,7.798139813484864e-5,409.6489619696513,0.048090453147888186,0.03342585004400462
MSA_129,2011,1.1234419314731728e-4,9.747275199207572e-5,208.99800239130855,0.04409021159633994,0.07841387317283079
MSA_129,2012,1.1008312526249364e-4,8.997632633846503e-5,253.03935543633997,0.015487426184117794,0.048523115385323765
MSA_129,2013,9.70387312422902e-5,8.848023478398725e-5,430.2422142121941,0.04503010837361217,0.03516530179884285
MSA_129,2014,1.016887548612989e-4,1.0046536316512575e-4,486.26915849745274,0.025179895674809813,0.03094239687314257
MSA_129,2015,1.1127989935959942e-4,9.832176831236192e-5,415.46155107207596,0.047372645465657115,0.03256573192309588
MSA_129,2016,1.1037919022054772e-4,9.24430910071635e-5,382.47797426301986,0.04651386178098619,0.07506044035078958
MSA_129,2017,9.810361765464319e-5,8.26568987027065e-5,306.5111681818962,0.01843485006131232,0.07778632704401389
MSA_129,2018,1.0420858274161755e-4,8.777778833129707e-5,241.69448560569435,0.034551392812281846,0.05060069948201999
MSA_129,2019,1.1114134111221771e-4,9.702830493290599e-5,270.78323676250875,0.027880693953484297,0.05183882718672976
MSA_129,2020,1.1245802603878598e-4,9.57264362625393e-5,2976.510670525022,0.10173972844844685,0.0553433714970015
MSA_129,2021,1.2366206579442153e-4,1.0766402869696548e-4,2277.710000681691,0.1176414031884633,0.0388323617936112
MSA_129,2022,1.1730211243204058e-4,1.0292177624890326e-4,2918.9312995644286,0.16082260326016695,0.04998138785129413
MSA_129,2023,1.0296636925516315e-4,8.982015056377547e-5,2015.3146911878139,0.10915686919586734,0.05503784532891586
MSA_129,2024,1.0480035908296368e-4,9.696178267105444e-5,2596.7320104129612,0.011158986818045377,0.051724472870118915
MSA_129,2025,9.958751015256848e-5,8.394543613795573e-5,1200.0877987593412,0.026130833327770234,0.030267415982671082
MSA_130,2010,1.016264068175034e-4,8.716902996849498e-5,231.04564237874,0.04511270233429968,0.055958145607728514
MSA_130,2011,1.1647531270726872e-4,1.0054648151220592e-4,254.56592743285,0.023235092675313353,0.048910211697220804
MSA_130,2012,1.237511818829815e-4,1.018682786048286e-4,318.89902665279806,0.04181170478463173,0.044706707920413466
MSA_130,2013,1.0801752240872761e-4,1.0466723126042852e-4,483.6668112780899,0.039001269694417716,0.051787098492495715
MSA_130,2014,1.0463297235893488e-4,9.869482079564816e-5,471.0016899276525,0.0411700049508363,0.06698953889543191
MSA_130,2015,1.2198922662644073e-4,1.1031814168091645e-4,286.02948046755046,0.040072639510035514,0.07345153495669365
MSA_130,2016,1.0103655049163466e-4,8.608392869632731e-5,318.9244597218931,0.041272568721324204,0.06554773579817265
MSA_130,2017,1.0633874858309492e-4,8.899799339900501e-5,470.78429262619466,0.026812712447717785,0.07190808878047392
MSA_130,2018,1.046601311497277e-4,9.064751864721594e-5,411.62215089425445,0.04281163726001978,0.0780676656588912
MSA_130,2019,1.0702187088683168e-4,9.146610111721895e-5,458.1800566520542,0.013791918773204088,0.03139290656661615
MSA_130,2020,1.1362106575081328e-4,1.008304684455722e-4,1853.8993587018922,0.043906117852311584,0.05082755051087588
MSA_130,2021,1.3041747507319782e-4,1.2031212087113264e-4,2232.2871445911005,0.08871942620258778,0.06043283980805427
MSA_130,2022,1.0160356416774267e-4,9.010253002738576e-5,1389.079328184016,0.09343193610198797,0.0362812292133458
MSA_130,2023,9.424417994495515e-5,7.733767492342975e-5,1410.803656768985,0.16609617669368162,0.05571676815859974
MSA_130,2024,1.191287369383106e-4,1.0695277090597622e-4,3385.2961876429617,0.020234929118305444,0.040381139360833915
MSA_130,2025,1.1196355625794114e-4,9.648758344376051e-5,1382.2145574958995,0.020418527377769353,0.03196557695744559
MSA_131,2010,8.367134371579291e-5,6.863405654883471e-5,375.44746312778443,0.01972715700045228,0.04853747812565416
MSA_131,2011,1.1978935454060305e-4,9.95574705793032e-5,433.4034081315622,0.012685383586212993,0.04771105795633048
MSA_131,2012,1.1246228876717544e-4,9.42781198711438e-5,378.1273685861379,0.016763541977852583,0.05120305517455563
MSA_131,2013,9.006075649701411e-5,8.548164436886459e-5,221.84712258167565,0.045855728313326835,0.07108374847564847
MSA_131,2014,8.3052460208027e-5,8.116015143977781e-5,384.41037049051374,0.03571946766227484,0.03735974053386599
MSA_131,2015,1.2155575620687184e-4,1.1142459544549983e-4,240.48947414848953,0.019508688421919943,0.05017152734333649
MSA_131,2016,1.0316330261240292e-4,9.45820064039074e-5,352.1021021064371,0.026498996149748565,0.030469459034502506
MSA_131,2017,1.0042517375907886e-4,8.499560372234448e-5,219.11350435111672,0.020783512657508253,0.06659045728854836
MSA_131,2018,1.1495774571433854e-4,1.0004592319292562e-4,473.69694439694285,0.038418681714683774,0.06800265541067348
MSA_131,2019,1.0770363033141876e-4,9.171267468027087e-5,290.8729727845639,0.017253896463662387,0.03559408423723653
MSA_131,2020,1.2080400793469877e-4,1.102924531224085e-4,1770.7795109599829,0.09336979469051584,0.0382625015755184
MSA_131,2021,1.2118925347511254e-4,1.1083804554144572e-4,1978.1374638201669,0.14753556835465134,0.04936136692529544
MSA_131,2022,1.1406528815965023e-4,9.88479615580112e-5,1713.8776975683868,0.0566521614487283,0.06935053781606257
MSA_131,2023,9.9161623123187e-5,8.172115380373717e-5,3066.7666669469327,0.17583825829671695,0.06738497814629227
MSA_131,2024,1.02208907432285e-4,9.214492509165006e-5,2501.0279885027558,0.04484602678567171,0.06372407436836511
MSA_131,2025,1.1541937879048447e-4,1.0051242400208075e-4,2733.019825583324,0.022031644117087128,0.06096575691597536
MSA_132,2010,8.471747533880077e-5,7.030117618493953e-5,365.3628394007683,0.012784139290452004,0.04799320844002068
MSA_132,2011,1.0381436060422302e-4,9.076517687553431e-5,226.88025224488229,0.03901210318319499,0.03218013543635607
MSA_132,2012,1.1928844125167233e-4,1.0059152037865831e-4,288.21500402409583,0.022571049369871615,0.06552568265004084
MSA_132,2013,9.956397541674985e-5,9.879304236635869e-5,348.9075721008703,0.021851226845756175,0.0658097703079693
MSA_132,2014,9.697159816219884e-5,8.842729524569162e-5,414.61577841546386,0.010067326724529266,0.059168618749827144
MSA_132,2015,1.1212179188229303e-4,1.0202083268065535e-4,229.7580765094608,0.04020311039872468,0.0645552445622161
MSA_132,2016,8.954895075655952e-5,7.839368200218744e-5,403.0598553363234,0.027878709407523274,0.0455030099558644
MSA_132,2017,9.658662442435826e-5,8.534970341741869e-5,332.8887840965763,0.02420864054001868,0.07796351460972802
MSA_132,2018,9.549888212589852e-5,8.407911344375834e-5,358.91382740810513,0.04036340424790979,0.07732667551143095
MSA_132,2019,1.0945860406977472e-4,9.897685993250138e-5,218.87798111420125,0.023773555858060718,0.07835880576865747
MSA_132,2020,1.1525578353244457e-4,1.0077020681656105e-4,1244.5281993830577,0.13206767090363428,0.05415977142518386
MSA_132,2021,1.221739877607918e-4,1.0989039601947479e-4,949.3155971867964,0.16908054126193747,0.04783853126689792
MSA_132,2022,9.850567228155664e-5,8.32102653978943e-5,2011.6708768066019,0.1300499103893526,0.06444955989252776
MSA_132,2023,1.0105425721118422e-4,9.17493902991204e-5,2872.537958389148,0.061335817980580035,0.05447829555021599
MSA_132,2024,1.0797051679151892e-4,9.451383528234634e-5,3341.440328536555,0.02587842771783471,0.047062312143389136
MSA_132,2025,1.0563185529084403e-4,9.335387548428352e-5,1744.1672476474196,0.031173932105302813,0.04568969686049968
MSA_133,2010,8.651293357592338e-5,7.07432750774445e-5,326.6716276993975,0.04885839983820915,0.07975898903794587
MSA_133,2011,1.1619667478416811e-4,9.872740630161309e-5,461.8155325297266,0.021560990000143648,0.0690158559428528
MSA_133,2012,1.1551207331680974e-4,9.921855714040221e-5,235.18034748267382,0.032161399433389304,0.041998035910073665
MSA_133,2013,8.713547766877743e-5,7.743081140524242e-5,292.5037333043292,0.021173947090283037,0.07650142983300612
MSA_133,2014,9.519937619451224e-5,9.404612124529791e-5,390.74842990376055,0.012344402223825456,0.06659960555378348
MSA_133,2015,1.2219556157320316e-4,1.0918869893743707e-4,378.1722522806376,0.0449502632021904,0.04597678393591195
MSA_133,2016,1.1965145787182301e-4,1.034587050103086e-4,406.16357545368373,0.03358679727651179,0.0685552078136243
MSA_133,2017,1.055186013935893e-4,8.804812779885717e-5,419.88966329954565,0.029821283845230938,0.03386257725767791
MSA_133,2018,1.017475918217298e-4,9.460390123871353e-5,462.3401131015271,0.04296613330021501,0.05969593801535666
MSA_133,2019,1.1468720406341183e-4,1.0120064980102978e-4,292.8557979641482,0.029887843150645493,0.06264572260668501
MSA_133,2020,1.1714461723570851e-4,1.0480232430680223e-4,1722.4009611876681,0.1549626768566668,0.0730397056043148
MSA_133,2021,1.2115902413669965e-4,1.0465854799752221e-4,3399.2501330096275,0.06979883122257889,0.04490359557792544
MSA_133,2022,1.0619596591315902e-4,9.487959733392554e-5,2956.2141134869307,0.16289430600823834,0.034016492469236256
MSA_133,2023,1.042956216041796e-4,9.412823047211789e-5,2939.5660682814196,0.05782169528538361,0.07796528778970242
MSA_133,2024,1.0257076607427876e-4,9.584259529104121e-5,2729.470480256714,0.0461905889865011,0.03482439383631572
MSA_133,2025,1.1907100962041156e-4,1.061110569443922e-4,2865.997502906248,0.026144629772752524,0.0660027760034427
MSA_134,2010,8.518582332599426e-5,7.844740662147124e-5,223.0313221225515,0.017130787391215565,0.07876457251375542
MSA_134,2011,1.0840571524066403e-4,9.281450986869277e-5,315.1927875354886,0.04608202679082751,0.07230789638822899
MSA_134,2012,1.038919460875737e-4,8.61823535107576e-5,275.3400554182008,0.036313936291262505,0.03066713646519929
MSA_134,2013,1.0596962572788047e-4,9.820080067162155e-5,452.5985145708546,0.013391658281907439,0.05166186150861904
MSA_134,2014,1.053182662477151e-4,9.920005714731542e-5,250.80179807264358,0.014619650831446052,0.07233260941691697
MSA_134,2015,1.0301895175657302e-4,9.497181281768417e-5,378.7403238937259,0.019578881412744522,0.03479775692801922
MSA_134,2016,8.895828129645061e-5,7.473686067674539e-5,254.6065337723121,0.013176989639177919,0.05791944172931835
MSA_134,2017,1.0853942222683002e-4,9.326136486660954e-5,396.50555707048625,0.04049498264677823,0.05481092920061201
MSA_134,2018,1.1025326045404057e-4,9.497941818865379e-5,428.61570939421654,0.023269277838990094,0.057164004277437924
MSA_134,2019,1.1371383387392557e-4,1.0487995513754211e-4,356.19664734695107,0.028158286353573203,0.048758547701872886
MSA_134,2020,1.2569319768436426e-4,1.1207558253193477e-4,3409.233848610893,0.07156321814050898,0.0687565694982186
MSA_134,2021,1.2644892160700502e-4,1.1901646000364935e-4,2301.3290520990267,0.1514669661736116,0.07785127780633047
MSA_134,2022,1.0524251730045823e-4,9.113669036337819e-5,2963.48919137381,0.08922904193168507,0.07797452581115068
MSA_134,2023,9.839829229785075e-5,8.763812548594427e-5,1919.390588114038,0.10612308555049824,0.05123702050885186
MSA_134,2024,1.0153821231906106e-4,9.283928582187756e-5,1030.2384302252904,0.030407550521194936,0.03257382483687252
MSA_134,2025,1.0269690734094498e-4,9.181526641594498e-5,851.5245649730787,0.01946074336767197,0.06442452419549227
MSA_135,2010,8.54395543160467e-5,7.715876613585872e-5,336.37531166896224,0.022766720643267038,0.048871695559937506
MSA_135,2011,1.2049326763804837e-4,1.040307422778062e-4,483.2427498418838,0.049428458269685505,0.07617429892532528
MSA_135,2012,9.875821650860773e-5,7.725192303829902e-5,379.4098210055381,0.015789018347859382,0.045992579853627834
MSA_135,2013,1.0167420591913483e-4,9.432510788436748e-5,270.7231196574867,0.03144816725514829,0.0711545122275129
MSA_135,2014,9.346930460235595e-5,9.131956592863258e-5,219.05278745107353,0.03341957655735314,0.04403937058057636
MSA_135,2015,1.0262900467073863e-4,8.991558592637987e-5,430.9537128312513,0.04762633320875466,0.058772478050086646
MSA_135,2016,1.1206616365975809e-4,9.864735388061717e-5,264.2459693364799,0.04561511100269854,0.061726490496657786
MSA_135,2017,1.0570765695247999e-4,8.532892005571016e-5,497.0571872079745,0.01149929678067565,0.056003057579509914
MSA_135,2018,9.789499650788083e-5,8.302373808127011e-5,486.54158075805753,0.02954474424943328,0.07558737291954458
MSA_135,2019,1.1250025165390385e-4,9.600413697073518e-5,220.9877698449418,0.04871133545413613,0.0608834737399593
MSA_135,2020,1.1126644461903098e-4,9.665647484241602e-5,813.0908471066505,0.18278754032216965,0.06339837589301169
MSA_135,2021,1.1139467940058933e-4,9.962815649351751e-5,2968.1491024559364,0.1870894673652947,0.039666408540215345
MSA_135,2022,1.0465734823174047e-4,9.32208555853636e-5,2877.7690378949046,0.07824515916174277,0.056317619485780596
MSA_135,2023,1.1321991340850628e-4,1.0714427626408053e-4,1393.2556926039979,0.07231065104715526,0.07149199924431741
MSA_135,2024,1.0248911904458378e-4,9.486597465637604e-5,1987.3113390989602,0.016231591245159507,0.060627081578131764
MSA_135,2025,1.0268247279009458e-4,9.678014763372198e-5,2311.5205289563164,0.04222686347551644,0.07527345496462658
MSA_136,2010,8.395732670092114e-5,7.394354944932844e-5,425.0583464978263,0.02861626796424389,0.03298984490800649
MSA_136,2011,1.01697098094179e-4,7.999247386686621e-5,261.5419717738405,0.03324399333447218,0.030073165667708963
MSA_136,2012,1.1223620491140058e-4,9.32078078952085e-5,499.0266644861549,0.01177389668300748,0.06775763731682673
MSA_136,2013,9.946313947495271e-5,9.179541985686832e-5,206.37549033854157,0.033975694933906196,0.04364752881927416
MSA_136,2014,9.444878173261838e-5,9.169754606240027e-5,432.67144376877695,0.0324875323381275,0.07852082116995007
MSA_136,2015,1.1999351464260258e-4,1.0709532854577876e-4,434.82783273793757,0.019680141173303127,0.0704409398441203
MSA_136,2016,1.0235841432850769e-4,8.55180003347355e-5,336.05403604451567,0.03385945119895041,0.03581451298203319
MSA_136,2017,9.315664294056448e-5,7.308947632591836e-5,472.5513458251953,0.023710320685058833,0.06961719062644989
MSA_136,2018,1.0393771271916391e-4,8.49356547533702e-5,345.437003322877,0.03011885691434145,0.06166021186625585
MSA_136,2019,1.0799483620894495e-4,9.114158474435324e-5,299.8696332331747,0.016890511233359575,0.03815029528457671
MSA_136,2020,1.1877816613009176e-4,1.0465366436526587e-4,2962.2895400738344,0.10906924056354911,0.0338305485388264
MSA_136,2021,1.1004661078530048e-4,9.47492224144215e-5,1665.1074561290443,0.07758634951664134,0.039905557613819836
MSA_136,2022,1.0262053219533086e-4,9.461156161664248e-5,2547.2942961845547,0.08747297602007166,0.05060098797082901
MSA_136,2023,1.0529755766297434e-4,9.31224680278868e-5,3238.7562963413075,0.1383304112800397,0.07847605605609716
MSA_136,2024,1.0969652829277056e-4,1.0522779248924191e-4,1826.986991101876,0.034219445064663886,0.03049586952663958
MSA_136,2025,1.1601235058455086e-4,1.0118406454527564e-4,2594.8688977165148,0.02966675580479205,0.035790442274883386
MSA_137,2010,9.134220491461552e-5,7.655299646544853e-5,498.95334294997156,0.04950647341087461,0.07456605912419036
MSA_137,2011,1.0677462880107308e-4,9.079280944962753e-5,374.17800643015653,0.02964542217552662,0.037586441689636554
MSA_137,2012,1.1534213540494462e-4,9.683455333588684e-5,442.42935641668737,0.030334979696199298,0.07075874517438933
MSA_137,2013,9.706162684272993e-5,8.689309762290841e-5,354.69752782955766,0.04881648759357631,0.051708901214879005
MSA_137,2014,9.522856424163268e-5,9.48000732308995e-5,232.06483200192451,0.02314104032702744,0.045871357661671934
MSA_137,2015,1.0613375402752432e-4,9.515333462944697e-5,445.7834766013548,0.021755014145746827,0.036092061626259234
MSA_137,2016,1.050998554994143e-4,8.826604934747765e-5,368.106239521876,0.01493153658695519,0.07206125187920406
MSA_137,2017,9.206008993979808e-5,7.119137254739936e-5,278.66309920791537,0.013593572964891791,0.04149413593811914
MSA_137,2018,9.860691264517884e-5,8.495469742989988e-5,476.9160752184689,0.049358404120430355,0.07335924963233993
MSA_137,2019,1.0156549655174484e-4,9.137054709789058e-5,360.9407529933378,0.01718599363230169,0.06805344968568534
MSA_137,2020,1.1221090272284014e-4,9.758187403472335e-5,2893.859259900637,0.14999816909199581,0.044205203903838995
MSA_137,2021,1.2471790918481589e-4,1.1350089800809752e-4,2135.7095557264984,0.14552168562076986,0.042888703448697926
MSA_137,2022,1.0271849252028957e-4,9.418565347483983e-5,1086.197654530406,0.06525250109145418,0.051733212377876044
MSA_137,2023,9.883317999647247e-5,8.505816508955486e-5,2731.9943111622706,0.1469302894338034,0.032263520401902494
MSA_137,2024,9.628780043705806e-5,8.958269858447745e-5,945.0393327977508,0.02580771637149155,0.0337408156786114
MSA_137,2025,1.1168608896911872e-4,9.891661324098573e-5,1839.359923847951,0.011544302618131042,0.05897448211442679
MSA_138,2010,7.999050426550637e-5,6.598279125077672e-5,378.5198414931074,0.02191515970043838,0.07272157069062814
MSA_138,2011,1.1887157766629085e-4,9.972250610137529e-5,495.0344587909058,0.03894034357741475,0.03334461417514831
MSA_138,2012,1.0945568911508996e-4,9.262359307136187e-5,262.9904200322926,0.02650085781700909,0.031061258523259312
MSA_138,2013,9.37442808986525e-5,8.669049569395692e-5,208.13017156906426,0.015463336929678917,0.07143376862630248
MSA_138,2014,9.057031665942342e-5,9.123831849499689e-5,348.72247208841145,0.013634511046111584,0.07517653615912423
MSA_138,2015,1.1450358348426207e-4,1.0139996239173031e-4,359.03208802919835,0.012714724419638515,0.041495165328960866
MSA_138,2016,1.0686533620717735e-4,9.108134521761265e-5,328.8839713204652,0.035505517879500986,0.0696776755922474
MSA_138,2017,9.48266057213337e-5,7.545829469577896e-5,380.5548471631482,0.02352915244176984,0.06703023337293416
MSA_138,2018,1.027922008824397e-4,8.429726180237101e-5,342.77828165795654,0.019210119862109423,0.05790624988265335
MSA_138,2019,1.1521236814699113e-4,1.0486764306512807e-4,496.6678072931245,0.02839293417520821,0.03198919191025197
MSA_138,2020,1.1698897492795668e-4,1.0098417011872737e-4,2262.0545530924574,0.09846524844411761,0.046326781467068943
MSA_138,2021,1.0707694427321278e-4,9.253987217761347e-5,2701.5185634838417,0.09339850444579498,0.055467911746818574
MSA_138,2022,9.965557695843477e-5,8.967249245585775e-5,2553.4236619714648,0.07328336981358007,0.07419243056327104
MSA_138,2023,1.0148519326066117e-4,9.493409265070702e-5,783.1475325161591,0.09817037173546851,0.04908992137759924
MSA_138,2024,1.1125860735754274e-4,1.0246602001170944e-4,2589.299847348593,0.046596315652132035,0.07476018918212503
MSA_138,2025,1.0543384589805555e-4,9.944962756818008e-5,1543.015211680904,0.016981810471042993,0.07171616946114227
MSA_139,2010,8.482951965523899e-5,7.438708320761744e-5,394.91223907098174,0.03714369574561715,0.033211203252431
MSA_139,2011,1.0965835109361482e-4,9.30616055550887e-5,384.96883295010775,0.03227165374904871,0.07996100789867341
MSA_139,2012,1.101142706074573e-4,9.149852034010181e-5,253.49646252579987,0.04847648528404534,0.03991701040184125
MSA_139,2013,1.0142335940604152e-4,9.520271765426113e-5,496.2432228261605,0.042438943441957235,0.06607289467472584
MSA_139,2014,9.686614494598079e-5,9.395314516081638e-5,253.68791811633855,0.03862394042313099,0.04361713281366974
MSA_139,2015,1.2093929044120741e-4,1.0624415611999973e-4,350.3027150873095,0.011971977548673749,0.03370761877857149
MSA_139,2016,1.0201774259863254e-4,8.48205775356179e-5,395.7686546491459,0.020332108279690148,0.03394892363110557
MSA_139,2017,9.70027429165728e-5,8.156953400039157e-5,339.9359345668927,0.0441024156846106,0.053682744591496884
MSA_139,2018,1.0916965748592574e-4,9.061948582345954e-5,242.58438765536994,0.018676602942869068,0.051326959610451015
MSA_139,2019,1.0728515587590546e-4,9.688993399611569e-5,415.0017786072567,0.041972015518695116,0.04453155637718737
MSA_139,2020,1.0437569338477636e-4,9.223005431176653e-5,2621.262159361504,0.04336190768750385,0.0694668675842695
MSA_139,2021,1.2630512099807566e-4,1.09190270382481e-4,1734.552157833241,0.15197569378418846,0.06166286655468866
MSA_139,2022,1.0215690469759398e-4,9.07738382358173e-5,1778.2512437785044,0.1382310764025897,0.061504005682654676
MSA_139,2023,1.0085424515696733e-4,8.868547402099987e-5,1982.351850764826,0.13012913420330735,0.059471032985020426
